project,mutant_id,class,method,line,mutator,description,pit_status,pit_label,pitmus_status,agreement,detail,time_seconds
commons-beanutils,0e5447913207,org.apache.commons.beanutils.LazyDynaClass,isDynaProperty,354,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,KILLED,KILLED,agreed,test_failure,2.98
commons-beanutils,5cc6a3e948fb,org.apache.commons.beanutils.LazyDynaClass,isDynaProperty,350,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,SURVIVED,SURVIVED,SURVIVED,agreed,ok,3.02
commons-beanutils,6a810f8f47b7,org.apache.commons.beanutils.LazyDynaClass,isDynaProperty,350,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,test_failure,2.96
commons-beanutils,7e99eaf2a87d,org.apache.commons.beanutils.LazyDynaClass,isDynaProperty,354,BooleanFalseReturnValsMutator,replaced boolean return with false for org/apache/commons/beanutils/LazyDynaClass::isDynaProperty,KILLED,KILLED,KILLED,agreed,test_failure,3.21
commons-beanutils,fd5071af123f,org.apache.commons.beanutils.LazyDynaClass,isDynaProperty,354,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,test_failure,3.00
commons-beanutils,07935e4094bc,org.apache.commons.beanutils.BaseDynaBeanMapDecorator,keySet,226,EmptyObjectReturnValsMutator,replaced return value with Collections.emptySet for org/apache/commons/beanutils/BaseDynaBeanMapDecorator::keySet,KILLED,KILLED,KILLED,agreed,test_failure,2.97
commons-beanutils,c5ade396e8e5,org.apache.commons.beanutils.BaseDynaBeanMapDecorator,keySet,222,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,SURVIVED,SURVIVED,SURVIVED,agreed,ok,2.90
commons-beanutils,d0f78b3e30e4,org.apache.commons.beanutils.BaseDynaBeanMapDecorator,keySet,222,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,SURVIVED,SURVIVED,agreed,ok,2.97
commons-beanutils,dd0e3dae90e5,org.apache.commons.beanutils.BaseDynaBeanMapDecorator,keySet,208,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,SURVIVED,SURVIVED,SURVIVED,agreed,ok,2.92
commons-beanutils,f90a2b638a69,org.apache.commons.beanutils.BaseDynaBeanMapDecorator,keySet,208,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,test_failure,2.93
commons-beanutils,7cdfb548d264,org.apache.commons.beanutils.ConvertUtilsBean,registerOther,731,VoidMethodCallMutator,removed call to org/apache/commons/beanutils/ConvertUtilsBean::register,MEMORY_ERROR,KILLED,KILLED,agreed,timeout,90.19
commons-beanutils,79c3c10539d7,org.apache.commons.beanutils.ConvertUtilsBean,registerOther,728,VoidMethodCallMutator,removed call to org/apache/commons/beanutils/ConvertUtilsBean::register,MEMORY_ERROR,KILLED,KILLED,agreed,timeout,90.13
commons-beanutils,292bd76c3bc2,org.apache.commons.beanutils.ConvertUtilsBean,registerOther,732,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,MEMORY_ERROR,KILLED,KILLED,agreed,timeout,90.14
commons-beanutils,1aa53e46aa70,org.apache.commons.beanutils.ConvertUtilsBean,registerOther,731,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,MEMORY_ERROR,KILLED,KILLED,agreed,timeout,90.16
commons-beanutils,c6d9c433b8ed,org.apache.commons.beanutils.ConvertUtilsBean,registerOther,730,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,MEMORY_ERROR,KILLED,KILLED,agreed,timeout,90.12
commons-beanutils,5267b0f4ae1e,org.apache.commons.beanutils.converters.StringConverter,convertToType,94,NullReturnValsMutator,replaced return value with null for org/apache/commons/beanutils/converters/StringConverter::convertToType,KILLED,KILLED,KILLED,agreed,test_failure,7.07
commons-beanutils,6739686b4380,org.apache.commons.beanutils.MappedPropertyDescriptor,internalGetMethod,343,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,MEMORY_ERROR,KILLED,KILLED,agreed,non_zero_rc_1,1.26
commons-beanutils,fdc7629ae14e,org.apache.commons.beanutils.MappedPropertyDescriptor,internalGetMethod,356,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,MEMORY_ERROR,KILLED,SURVIVED,disagreed,ok,32.53
commons-beanutils,76f4991bf68f,org.apache.commons.beanutils.MappedPropertyDescriptor,internalGetMethod,346,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,test_failure,3.00
commons-beanutils,a3f953f1b5c0,org.apache.commons.beanutils.converters.DateTimeConverter,parse,534,ConditionalsBoundaryMutator,changed conditional boundary,SURVIVED,SURVIVED,SURVIVED,agreed,ok,3.28
commons-beanutils,1c43e2edcaf3,org.apache.commons.beanutils.converters.DateTimeConverter,parse,529,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,SURVIVED,SURVIVED,SURVIVED,agreed,ok,2.96
commons-beanutils,7ab1512458bd,org.apache.commons.beanutils.converters.DateTimeConverter,parse,534,RemoveConditionalMutator_ORDER_IF,removed conditional - replaced comparison check with true,SURVIVED,SURVIVED,SURVIVED,agreed,ok,2.95
commons-beanutils,6e3b4c1fd7cd,org.apache.commons.beanutils.converters.DateTimeConverter,parse,534,RemoveConditionalMutator_ORDER_ELSE,removed conditional - replaced comparison check with false,SURVIVED,SURVIVED,SURVIVED,agreed,ok,2.98
commons-beanutils,482ac15206d7,org.apache.commons.beanutils.converters.DateTimeConverter,parse,529,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,SURVIVED,SURVIVED,agreed,ok,3.00
commons-beanutils,eb532f13d728,org.apache.commons.beanutils.ConvertUtilsBean,registerArrays,760,VoidMethodCallMutator,removed call to org/apache/commons/beanutils/ConvertUtilsBean::registerArrayConverter,MEMORY_ERROR,KILLED,KILLED,agreed,timeout,90.16
commons-beanutils,7e760b7c7281,org.apache.commons.beanutils.ConvertUtilsBean,registerArrays,751,VoidMethodCallMutator,removed call to org/apache/commons/beanutils/ConvertUtilsBean::registerArrayConverter,MEMORY_ERROR,KILLED,KILLED,agreed,timeout,90.14
commons-beanutils,f77af2f41e37,org.apache.commons.beanutils.ConvertUtilsBean,registerArrays,779,VoidMethodCallMutator,removed call to org/apache/commons/beanutils/ConvertUtilsBean::registerArrayConverter,MEMORY_ERROR,KILLED,KILLED,agreed,timeout,90.15
commons-beanutils,25a7a521c807,org.apache.commons.beanutils.ConvertUtilsBean,registerArrays,780,VoidMethodCallMutator,removed call to org/apache/commons/beanutils/ConvertUtilsBean::registerArrayConverter,MEMORY_ERROR,KILLED,KILLED,agreed,timeout,90.15
commons-beanutils,67d9abcf5f26,org.apache.commons.beanutils.ConvertUtilsBean,registerArrays,775,VoidMethodCallMutator,removed call to org/apache/commons/beanutils/ConvertUtilsBean::registerArrayConverter,MEMORY_ERROR,KILLED,KILLED,agreed,timeout,90.13
commons-beanutils,2c26cd5d32cf,org.apache.commons.beanutils.converters.NumberConverter,toString,486,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,SURVIVED,SURVIVED,agreed,ok,6.71
commons-beanutils,6f67ca3c5b89,org.apache.commons.beanutils.converters.NumberConverter,toString,482,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,SURVIVED,SURVIVED,agreed,ok,3.71
commons-beanutils,bf04448af452,org.apache.commons.beanutils.converters.NumberConverter,toString,482,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,SURVIVED,SURVIVED,SURVIVED,agreed,ok,3.64
commons-beanutils,d926e30fe86c,org.apache.commons.beanutils.converters.NumberConverter,toString,491,EmptyObjectReturnValsMutator,"replaced return value with """" for org/apache/commons/beanutils/converters/NumberConverter::toString",SURVIVED,SURVIVED,SURVIVED,agreed,ok,5.49
commons-beanutils,e57ad414a9b8,org.apache.commons.beanutils.converters.NumberConverter,toString,486,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,SURVIVED,SURVIVED,SURVIVED,agreed,ok,7.31
commons-beanutils,3b1341f727c3,org.apache.commons.beanutils.MappedPropertyDescriptor,getMethod,405,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,MEMORY_ERROR,KILLED,KILLED,agreed,test_failure,27.08
commons-beanutils,fc3db606845d,org.apache.commons.beanutils.MappedPropertyDescriptor,getMethod,409,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,MEMORY_ERROR,KILLED,SURVIVED,disagreed,ok,28.69
commons-beanutils,d09cee7c17e9,org.apache.commons.beanutils.MappedPropertyDescriptor,getMethod,405,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,MEMORY_ERROR,KILLED,KILLED,agreed,test_failure,66.60
commons-beanutils,59ae73200211,org.apache.commons.beanutils.MappedPropertyDescriptor,getMethod,409,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,MEMORY_ERROR,KILLED,SURVIVED,disagreed,ok,23.60
commons-beanutils,252dd8d77693,org.apache.commons.beanutils.MappedPropertyDescriptor,getMethod,406,NullReturnValsMutator,replaced return value with null for org/apache/commons/beanutils/MappedPropertyDescriptor::getMethod,KILLED,KILLED,KILLED,agreed,test_failure,3.12
commons-beanutils,a309c891f0f5,org.apache.commons.beanutils.expression.DefaultResolver,isIndexed,182,RemoveConditionalMutator_ORDER_ELSE,removed conditional - replaced comparison check with false,MEMORY_ERROR,KILLED,KILLED,agreed,non_zero_rc_1,1.73
commons-beanutils,8e4bba9524b1,org.apache.commons.beanutils.expression.DefaultResolver,isIndexed,187,BooleanFalseReturnValsMutator,replaced boolean return with false for org/apache/commons/beanutils/expression/DefaultResolver::isIndexed,KILLED,KILLED,KILLED,agreed,test_failure,3.13
commons-beanutils,6a4fd812b31e,org.apache.commons.beanutils.expression.DefaultResolver,isIndexed,182,RemoveConditionalMutator_ORDER_IF,removed conditional - replaced comparison check with true,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.78
commons-beanutils,4de63610a126,org.apache.commons.beanutils.converters.SqlTimeConverter,getFormat,83,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,KILLED,KILLED,agreed,test_failure,3.01
commons-beanutils,5e23e5697e35,org.apache.commons.beanutils.converters.SqlTimeConverter,getFormat,91,NullReturnValsMutator,replaced return value with null for org/apache/commons/beanutils/converters/SqlTimeConverter::getFormat,KILLED,KILLED,KILLED,agreed,test_failure,3.01
commons-beanutils,877c73e5eee2,org.apache.commons.beanutils.converters.SqlTimeConverter,getFormat,88,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,test_failure,3.25
commons-beanutils,cfebc56afc35,org.apache.commons.beanutils.converters.SqlTimeConverter,getFormat,83,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,test_failure,2.95
commons-beanutils,ed014d4ba5f3,org.apache.commons.beanutils.converters.SqlTimeConverter,getFormat,88,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,SURVIVED,SURVIVED,SURVIVED,agreed,ok,3.02
commons-beanutils,0f1ab56a65d4,org.apache.commons.beanutils.MethodUtils,getTotalTransformationCost,1101,RemoveConditionalMutator_ORDER_ELSE,removed conditional - replaced comparison check with false,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.79
commons-beanutils,10f73f8e4be0,org.apache.commons.beanutils.MethodUtils,getTotalTransformationCost,1101,RemoveConditionalMutator_ORDER_IF,removed conditional - replaced comparison check with true,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.76
commons-beanutils,3d8731667726,org.apache.commons.beanutils.MethodUtils,getTotalTransformationCost,1108,PrimitiveReturnsMutator,replaced float return with 0.0f for org/apache/commons/beanutils/MethodUtils::getTotalTransformationCost,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.17
commons-beanutils,88997d2c3de5,org.apache.commons.beanutils.MethodUtils,getTotalTransformationCost,1101,ConditionalsBoundaryMutator,changed conditional boundary,SURVIVED,SURVIVED,KILLED,disagreed,test_failure,2.98
commons-beanutils,eef5fac7c6fd,org.apache.commons.beanutils.BeanUtilsBean,populate,818,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,SURVIVED,SURVIVED,SURVIVED,agreed,ok,4.51
commons-beanutils,02e475667336,org.apache.commons.beanutils.BeanUtilsBean,populate,823,VoidMethodCallMutator,removed call to org/apache/commons/beanutils/BeanUtilsBean::setProperty,KILLED,KILLED,SURVIVED,disagreed,ok,4.49
commons-beanutils,d773952ed64c,org.apache.commons.beanutils.MethodUtils,getAccessibleMethodFromInterfaceNest,894,NullReturnValsMutator,replaced return value with null for org/apache/commons/beanutils/MethodUtils::getAccessibleMethodFromInterfaceNest,KILLED,KILLED,KILLED,agreed,test_failure,3.01
commons-beanutils,b0c82050d691,org.apache.commons.beanutils.MethodUtils,getAccessibleMethodFromInterfaceNest,877,ConditionalsBoundaryMutator,changed conditional boundary,KILLED,KILLED,KILLED,agreed,test_failure,3.02
commons-beanutils,3251406dab3f,org.apache.commons.beanutils.MethodUtils,getAccessibleMethodFromInterfaceNest,902,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,SURVIVED,SURVIVED,agreed,ok,2.96
commons-beanutils,646465d8ceee,org.apache.commons.beanutils.MethodUtils,getAccessibleMethodFromInterfaceNest,880,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,test_failure,3.03
commons-beanutils,7b0c63b7a458,org.apache.commons.beanutils.MethodUtils,getAccessibleMethodFromInterfaceNest,902,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,KILLED,KILLED,agreed,test_failure,3.00
commons-beanutils,5a2118ed39f2,org.apache.commons.beanutils.MappedPropertyDescriptor$MappedMethodReference,get,449,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,MEMORY_ERROR,KILLED,KILLED,agreed,test_failure,72.65
commons-beanutils,d4b1f145b2ec,org.apache.commons.beanutils.MappedPropertyDescriptor$MappedMethodReference,get,453,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,MEMORY_ERROR,KILLED,KILLED,agreed,timeout,90.11
commons-beanutils,60c5477fe0e5,org.apache.commons.beanutils.MappedPropertyDescriptor$MappedMethodReference,get,469,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,MEMORY_ERROR,KILLED,KILLED,agreed,test_failure,84.06
commons-beanutils,d83c8f3421fb,org.apache.commons.beanutils.MappedPropertyDescriptor$MappedMethodReference,get,453,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,MEMORY_ERROR,KILLED,KILLED,agreed,timeout,90.14
commons-beanutils,124c6c028f60,org.apache.commons.beanutils.MappedPropertyDescriptor$MappedMethodReference,get,457,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,MEMORY_ERROR,KILLED,SURVIVED,disagreed,ok,28.68
commons-beanutils,fe3fb5a15103,org.apache.commons.beanutils.LazyDynaBean,set,472,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,KILLED,KILLED,agreed,test_failure,2.99
commons-beanutils,82f20dfe9dc4,org.apache.commons.beanutils.LazyDynaBean,set,466,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,SURVIVED,SURVIVED,agreed,ok,2.97
commons-beanutils,07681d0847ba,org.apache.commons.beanutils.LazyDynaBean,set,487,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,test_failure,3.04
commons-beanutils,509832d06d9f,org.apache.commons.beanutils.LazyDynaBean,set,483,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,SURVIVED,SURVIVED,SURVIVED,agreed,ok,3.22
commons-beanutils,df13d099bdb4,org.apache.commons.beanutils.LazyDynaBean,set,482,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,test_failure,3.02
commons-beanutils,0e6cc00a84eb,org.apache.commons.beanutils.BeanPropertyValueChangeClosure,<init>,140,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,SURVIVED,SURVIVED,agreed,ok,2.97
commons-beanutils,1e5df48e6a66,org.apache.commons.beanutils.BeanPropertyValueChangeClosure,<init>,140,RemoveConditionalMutator_ORDER_ELSE,removed conditional - replaced comparison check with false,KILLED,KILLED,KILLED,agreed,test_failure,2.95
commons-beanutils,41d5cda2555e,org.apache.commons.beanutils.BeanPropertyValueChangeClosure,<init>,140,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,KILLED,KILLED,agreed,test_failure,3.00
commons-beanutils,9a87b31cc101,org.apache.commons.beanutils.BeanPropertyValueChangeClosure,<init>,140,ConditionalsBoundaryMutator,changed conditional boundary,SURVIVED,SURVIVED,SURVIVED,agreed,ok,2.94
commons-beanutils,cb1d5ed38748,org.apache.commons.beanutils.BeanPropertyValueChangeClosure,<init>,140,RemoveConditionalMutator_ORDER_IF,removed conditional - replaced comparison check with true,SURVIVED,SURVIVED,SURVIVED,agreed,ok,2.98
commons-beanutils,04fe72d4ee4c,org.apache.commons.beanutils.PropertyUtilsBean,getPropertyDescriptor,937,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,SURVIVED,SURVIVED,SURVIVED,agreed,ok,2.95
commons-beanutils,aadb1532544d,org.apache.commons.beanutils.PropertyUtilsBean,getPropertyDescriptor,934,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.70
commons-beanutils,7c2af24e6c0e,org.apache.commons.beanutils.PropertyUtilsBean,getPropertyDescriptor,937,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,test_failure,2.99
commons-beanutils,bedb6f244e9c,org.apache.commons.beanutils.PropertyUtilsBean,getPropertyDescriptor,978,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,MEMORY_ERROR,KILLED,KILLED,agreed,test_failure,25.79
commons-beanutils,83b6a414016d,org.apache.commons.beanutils.PropertyUtilsBean,getPropertyDescriptor,969,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,KILLED,KILLED,agreed,test_failure,3.13
commons-beanutils,841e50c6e286,org.apache.commons.beanutils.WrapDynaClass$CacheKey,equals,529,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,SURVIVED,SURVIVED,agreed,ok,3.03
commons-beanutils,85dfc5255697,org.apache.commons.beanutils.WrapDynaClass$CacheKey,equals,532,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,SURVIVED,disagreed,ok,3.04
commons-beanutils,4910dd6d4f78,org.apache.commons.beanutils.ConstructorUtils,invokeExactConstructor,268,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,test_failure,2.95
commons-beanutils,d58eeb540118,org.apache.commons.beanutils.ConstructorUtils,invokeExactConstructor,263,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,test_failure,2.95
commons-beanutils,5efb85e63531,org.apache.commons.beanutils.ConstructorUtils,invokeExactConstructor,272,NullReturnValsMutator,replaced return value with null for org/apache/commons/beanutils/ConstructorUtils::invokeExactConstructor,KILLED,KILLED,KILLED,agreed,test_failure,2.97
commons-beanutils,b7a74c1b46b7,org.apache.commons.beanutils.ConstructorUtils,invokeExactConstructor,263,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,SURVIVED,SURVIVED,SURVIVED,agreed,ok,2.93
commons-beanutils,2528896570f3,org.apache.commons.beanutils.ConstructorUtils,invokeExactConstructor,259,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,SURVIVED,SURVIVED,SURVIVED,agreed,ok,3.02
commons-beanutils,ec12b5b31de6,org.apache.commons.beanutils.MethodUtils,getPrimitiveWrapper,1201,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,KILLED,KILLED,agreed,test_failure,2.97
commons-beanutils,d5124153139d,org.apache.commons.beanutils.MethodUtils,getPrimitiveWrapper,1202,NullReturnValsMutator,replaced return value with null for org/apache/commons/beanutils/MethodUtils::getPrimitiveWrapper,KILLED,KILLED,KILLED,agreed,test_failure,2.96
commons-beanutils,0e3b5471685c,org.apache.commons.beanutils.MethodUtils,getPrimitiveWrapper,1207,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,test_failure,2.93
commons-beanutils,9112cfa88624,org.apache.commons.beanutils.MethodUtils,getPrimitiveWrapper,1209,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,SURVIVED,SURVIVED,agreed,ok,3.00
commons-beanutils,04bf43797f9e,org.apache.commons.beanutils.MethodUtils,getPrimitiveWrapper,1197,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,KILLED,KILLED,agreed,test_failure,2.96
commons-beanutils,10133150a26d,org.apache.commons.beanutils.BeanUtilsBean,describe,488,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,test_failure,3.22
commons-beanutils,b46b3064afa9,org.apache.commons.beanutils.BeanUtilsBean,describe,498,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,test_failure,3.01
commons-beanutils,979edb4f337e,org.apache.commons.beanutils.BeanUtilsBean,describe,511,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,test_failure,3.09
commons-beanutils,1bbb0b301657,org.apache.commons.beanutils.BeanUtilsBean,describe,511,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,KILLED,KILLED,agreed,test_failure,2.96
commons-beanutils,e4e065fdea40,org.apache.commons.beanutils.BeanUtilsBean,describe,498,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,SURVIVED,SURVIVED,SURVIVED,agreed,ok,3.01
commons-beanutils,d6d9a72b77c5,org.apache.commons.beanutils.LazyDynaList,setElementDynaClass,565,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,SURVIVED,SURVIVED,SURVIVED,agreed,ok,3.02
commons-beanutils,19b59496cff0,org.apache.commons.beanutils.LazyDynaList,setElementDynaClass,580,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,KILLED,KILLED,agreed,test_failure,2.98
commons-beanutils,b1593332e9d8,org.apache.commons.beanutils.LazyDynaList,setElementDynaClass,577,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,KILLED,KILLED,agreed,test_failure,3.05
commons-beanutils,b5b9f5a3740d,org.apache.commons.beanutils.LazyDynaList,setElementDynaClass,569,RemoveConditionalMutator_ORDER_ELSE,removed conditional - replaced comparison check with false,SURVIVED,SURVIVED,SURVIVED,agreed,ok,3.01
commons-beanutils,125c5e9aedf0,org.apache.commons.beanutils.LazyDynaList,setElementDynaClass,569,RemoveConditionalMutator_ORDER_IF,removed conditional - replaced comparison check with true,KILLED,KILLED,KILLED,agreed,test_failure,3.01
commons-beanutils,0a1ad4717b59,org.apache.commons.beanutils.MethodUtils,getAccessibleMethodFromSuperclass,843,NullReturnValsMutator,replaced return value with null for org/apache/commons/beanutils/MethodUtils::getAccessibleMethodFromSuperclass,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.80
commons-beanutils,4132782e1245,org.apache.commons.beanutils.MethodUtils,getAccessibleMethodFromSuperclass,840,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,SURVIVED,KILLED,disagreed,non_zero_rc_1,1.79
commons-beanutils,9eefd97a6a42,org.apache.commons.beanutils.MethodUtils,getAccessibleMethodFromSuperclass,841,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,SURVIVED,SURVIVED,agreed,ok,3.06
commons-beanutils,c2b1520a4457,org.apache.commons.beanutils.MethodUtils,getAccessibleMethodFromSuperclass,840,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.81
commons-beanutils,dc0731c64cb5,org.apache.commons.beanutils.MethodUtils,getAccessibleMethodFromSuperclass,841,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,KILLED,KILLED,agreed,test_failure,2.94
commons-beanutils,dc1bba16065c,org.apache.commons.beanutils.DynaProperty,writeAnyClass,299,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,SURVIVED,SURVIVED,SURVIVED,agreed,ok,2.98
commons-beanutils,0a371300a6bf,org.apache.commons.beanutils.DynaProperty,writeAnyClass,291,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,test_failure,2.99
commons-beanutils,fc4974045da6,org.apache.commons.beanutils.DynaProperty,writeAnyClass,295,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,SURVIVED,SURVIVED,SURVIVED,agreed,ok,3.00
commons-beanutils,44b19a610b95,org.apache.commons.beanutils.DynaProperty,writeAnyClass,315,VoidMethodCallMutator,removed call to java/io/ObjectOutputStream::writeBoolean,KILLED,KILLED,KILLED,agreed,test_failure,2.94
commons-beanutils,7ef3cb428315,org.apache.commons.beanutils.DynaProperty,writeAnyClass,291,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,SURVIVED,SURVIVED,SURVIVED,agreed,ok,3.06
commons-beanutils,415063395d98,org.apache.commons.beanutils.BeanToPropertyValueTransformer,transform,184,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,SURVIVED,SURVIVED,agreed,ok,2.99
commons-beanutils,b8e9de11db51,org.apache.commons.beanutils.BeanToPropertyValueTransformer,transform,157,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,test_failure,2.96
commons-beanutils,70f3703451e7,org.apache.commons.beanutils.BeanToPropertyValueTransformer,transform,157,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,KILLED,KILLED,agreed,test_failure,3.00
commons-beanutils,ea0a7de0aa60,org.apache.commons.beanutils.BeanToPropertyValueTransformer,transform,161,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,SURVIVED,SURVIVED,agreed,ok,2.97
commons-beanutils,9e498c3a6965,org.apache.commons.beanutils.BeanToPropertyValueTransformer,transform,190,NullReturnValsMutator,replaced return value with null for org/apache/commons/beanutils/BeanToPropertyValueTransformer::transform,KILLED,KILLED,KILLED,agreed,test_failure,3.02
commons-beanutils,20228b6c0ae7,org.apache.commons.beanutils.converters.AbstractConverter,handleError,268,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,KILLED,KILLED,agreed,test_failure,3.09
