project,class,method,methodDescription,line,mutator,description,sourceFile,coveringTests,pit_status,mutant_id
commons-beanutils,org.apache.commons.beanutils.converters.StringConverter,convertToType,(Ljava/lang/Class;Ljava/lang/Object;)Ljava/lang/Object;,94,NullReturnValsMutator,replaced return value with null for org/apache/commons/beanutils/converters/StringConverter::convertToType,StringConverter.java,org.apache.commons.beanutils.bugs.Jira465TestCase.testListProperty(org.apache.commons.beanutils.bugs.Jira465TestCase)|org.apache.commons.beanutils.bugs.Jira465TestCase.testArrayProperty(org.apache.commons.beanutils.bugs.Jira465TestCase)|org.apache.commons.beanutils.bugs.Jira493TestCase.testIndexedProperties(org.apache.commons.beanutils.bugs.Jira493TestCase)|org.apache.commons.beanutils.bugs.Jira465TestCase.testArrayIndexedProperty(org.apache.commons.beanutils.bugs.Jira465TestCase)|org.apache.commons.beanutils.bugs.Jira492TestCase.setIndexedProperty(org.apache.commons.beanutils.bugs.Jira492TestCase)|org.apache.commons.beanutils.IndexedPropertyTestCase.testSetListItemA(org.apache.commons.beanutils.IndexedPropertyTestCase)|org.apache.commons.beanutils.BeanUtilsTestCase.testSetMappedMap(org.apache.commons.beanutils.BeanUtilsTestCase),KILLED,5267b0f4ae1e
commons-beanutils,org.apache.commons.beanutils.converters.StringConverter,convertToType,(Ljava/lang/Class;Ljava/lang/Object;)Ljava/lang/Object;,93,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,StringConverter.java,org.apache.commons.beanutils.converters.StringConverterTestCase.testConvertToUnsupportedType(org.apache.commons.beanutils.converters.StringConverterTestCase)|org.apache.commons.beanutils.bugs.Jira465TestCase.testListProperty(org.apache.commons.beanutils.bugs.Jira465TestCase)|org.apache.commons.beanutils.bugs.Jira465TestCase.testArrayProperty(org.apache.commons.beanutils.bugs.Jira465TestCase)|org.apache.commons.beanutils.bugs.Jira493TestCase.testIndexedProperties(org.apache.commons.beanutils.bugs.Jira493TestCase)|org.apache.commons.beanutils.bugs.Jira465TestCase.testArrayIndexedProperty(org.apache.commons.beanutils.bugs.Jira465TestCase)|org.apache.commons.beanutils.bugs.Jira492TestCase.setIndexedProperty(org.apache.commons.beanutils.bugs.Jira492TestCase)|org.apache.commons.beanutils.IndexedPropertyTestCase.testSetListItemA(org.apache.commons.beanutils.IndexedPropertyTestCase)|org.apache.commons.beanutils.BeanUtilsTestCase.testSetMappedMap(org.apache.commons.beanutils.BeanUtilsTestCase),SURVIVED,99951cc6fa1f
commons-beanutils,org.apache.commons.beanutils.converters.StringConverter,convertToType,(Ljava/lang/Class;Ljava/lang/Object;)Ljava/lang/Object;,93,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,StringConverter.java,org.apache.commons.beanutils.converters.StringConverterTestCase.testConvertToUnsupportedType(org.apache.commons.beanutils.converters.StringConverterTestCase)|org.apache.commons.beanutils.bugs.Jira465TestCase.testListProperty(org.apache.commons.beanutils.bugs.Jira465TestCase)|org.apache.commons.beanutils.bugs.Jira465TestCase.testArrayProperty(org.apache.commons.beanutils.bugs.Jira465TestCase)|org.apache.commons.beanutils.bugs.Jira493TestCase.testIndexedProperties(org.apache.commons.beanutils.bugs.Jira493TestCase)|org.apache.commons.beanutils.bugs.Jira465TestCase.testArrayIndexedProperty(org.apache.commons.beanutils.bugs.Jira465TestCase)|org.apache.commons.beanutils.bugs.Jira492TestCase.setIndexedProperty(org.apache.commons.beanutils.bugs.Jira492TestCase)|org.apache.commons.beanutils.IndexedPropertyTestCase.testSetListItemA(org.apache.commons.beanutils.IndexedPropertyTestCase)|org.apache.commons.beanutils.BeanUtilsTestCase.testSetMappedMap(org.apache.commons.beanutils.BeanUtilsTestCase),SURVIVED,99951cc6fa1f
commons-beanutils,org.apache.commons.beanutils.converters.StringConverter,convertToType,(Ljava/lang/Class;Ljava/lang/Object;)Ljava/lang/Object;,93,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,StringConverter.java,org.apache.commons.beanutils.converters.StringConverterTestCase.testConvertToUnsupportedType(org.apache.commons.beanutils.converters.StringConverterTestCase)|org.apache.commons.beanutils.bugs.Jira465TestCase.testListProperty(org.apache.commons.beanutils.bugs.Jira465TestCase)|org.apache.commons.beanutils.bugs.Jira465TestCase.testArrayProperty(org.apache.commons.beanutils.bugs.Jira465TestCase)|org.apache.commons.beanutils.bugs.Jira493TestCase.testIndexedProperties(org.apache.commons.beanutils.bugs.Jira493TestCase)|org.apache.commons.beanutils.bugs.Jira465TestCase.testArrayIndexedProperty(org.apache.commons.beanutils.bugs.Jira465TestCase)|org.apache.commons.beanutils.bugs.Jira492TestCase.setIndexedProperty(org.apache.commons.beanutils.bugs.Jira492TestCase)|org.apache.commons.beanutils.IndexedPropertyTestCase.testSetListItemA(org.apache.commons.beanutils.IndexedPropertyTestCase)|org.apache.commons.beanutils.BeanUtilsTestCase.testSetMappedMap(org.apache.commons.beanutils.BeanUtilsTestCase),SURVIVED,9a3abe2d57be
commons-beanutils,org.apache.commons.beanutils.converters.StringConverter,convertToType,(Ljava/lang/Class;Ljava/lang/Object;)Ljava/lang/Object;,93,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,StringConverter.java,org.apache.commons.beanutils.converters.StringConverterTestCase.testConvertToUnsupportedType(org.apache.commons.beanutils.converters.StringConverterTestCase)|org.apache.commons.beanutils.bugs.Jira465TestCase.testListProperty(org.apache.commons.beanutils.bugs.Jira465TestCase)|org.apache.commons.beanutils.bugs.Jira465TestCase.testArrayProperty(org.apache.commons.beanutils.bugs.Jira465TestCase)|org.apache.commons.beanutils.bugs.Jira493TestCase.testIndexedProperties(org.apache.commons.beanutils.bugs.Jira493TestCase)|org.apache.commons.beanutils.bugs.Jira465TestCase.testArrayIndexedProperty(org.apache.commons.beanutils.bugs.Jira465TestCase)|org.apache.commons.beanutils.bugs.Jira492TestCase.setIndexedProperty(org.apache.commons.beanutils.bugs.Jira492TestCase)|org.apache.commons.beanutils.IndexedPropertyTestCase.testSetListItemA(org.apache.commons.beanutils.IndexedPropertyTestCase)|org.apache.commons.beanutils.BeanUtilsTestCase.testSetMappedMap(org.apache.commons.beanutils.BeanUtilsTestCase),KILLED,9a3abe2d57be
commons-beanutils,org.apache.commons.beanutils.MappedPropertyDescriptor,internalGetMethod,(Ljava/lang/Class;Ljava/lang/String;I)Ljava/lang/reflect/Method;,352,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,MappedPropertyDescriptor.java,org.apache.commons.beanutils.MappedPropertyTestCase.testProtected(org.apache.commons.beanutils.MappedPropertyTestCase)|org.apache.commons.beanutils.MappedPropertyTestCase.testProtectedParentMethod(org.apache.commons.beanutils.MappedPropertyTestCase)|org.apache.commons.beanutils.MappedPropertyTestCase.testInterfaceNotFound(org.apache.commons.beanutils.MappedPropertyTestCase)|org.apache.commons.beanutils.MappedPropertyTestCase.testNotFound(org.apache.commons.beanutils.MappedPropertyTestCase)|org.apache.commons.beanutils.MappedPropertyTestCase.testAnyArgsProperty(org.apache.commons.beanutils.MappedPropertyTestCase)|org.apache.commons.beanutils.MappedPropertyTestCase.testInvalidGetter(org.apache.commons.beanutils.MappedPropertyTestCase)|org.apache.commons.beanutils.MappedPropertyTestCase.testMappedSetterOnly(org.apache.commons.beanutils.MappedPropertyTestCase)|org.apache.commons.beanutils.MappedPropertyTestCase.testPrimitiveArgsProperty(org.apache.commons.beanutils.MappedPropertyTestCase)|org.apache.commons.beanutils.bugs.Jira369TestCase.testBeanUtilsGetProperty_aRatedCd(org.apache.commons.beanutils.bugs.Jira369TestCase)|org.apache.commons.beanutils.BeanPropertyValueEqualsPredicateTestCase.testEvaluateWithInvalidPropertyName(org.apache.commons.beanutils.BeanPropertyValueEqualsPredicateTestCase)|org.apache.commons.beanutils.BeanToPropertyValueTransformerTestCase.testTransformWithInvalidProperty(org.apache.commons.beanutils.BeanToPropertyValueTransformerTestCase)|org.apache.commons.beanutils.BeanPropertyValueChangeClosureTestCase.testExecuteWithInvalidPropertyName(org.apache.commons.beanutils.BeanPropertyValueChangeClosureTestCase)|org.apache.commons.beanutils.BeanComparatorTestCase.testCompareOnMissingProperty(org.apache.commons.beanutils.BeanComparatorTestCase)|org.apache.commons.beanutils.WrapDynaBeanTestCase.testIndexedProperties(org.apache.commons.beanutils.WrapDynaBeanTestCase)|org.apache.commons.beanutils.WrapDynaBeanTestCase.testInitWithDynaClass(org.apache.commons.beanutils.WrapDynaBeanTestCase)|org.apache.commons.beanutils.WrapDynaBeanTestCase.testSimpleProperties(org.apache.commons.beanutils.WrapDynaBeanTestCase)|org.apache.commons.beanutils.DynaPropertyUtilsTestCase.testSetNestedUnknown(org.apache.commons.beanutils.DynaPropertyUtilsTestCase)|org.apache.commons.beanutils.PropertyUtilsTestCase.testGetDescriptorUnknown(org.apache.commons.beanutils.PropertyUtilsTestCase)|org.apache.commons.beanutils.DynaPropertyUtilsTestCase.testGetNestedUnknown(org.apache.commons.beanutils.DynaPropertyUtilsTestCase)|org.apache.commons.beanutils.PropertyUtilsTestCase.testGetSimpleUnknown(org.apache.commons.beanutils.PropertyUtilsTestCase)|org.apache.commons.beanutils.PropertyUtilsTestCase.testSetSimpleUnknown(org.apache.commons.beanutils.PropertyUtilsTestCase)|org.apache.commons.beanutils.bugs.Jira92TestCase.testIssue_BEANUTILS_92_copyProperties_indexed_only_setter(org.apache.commons.beanutils.bugs.Jira92TestCase)|org.apache.commons.beanutils.PropertyUtilsTestCase.testGetNestedUnknown(org.apache.commons.beanutils.PropertyUtilsTestCase)|org.apache.commons.beanutils.PropertyUtilsTestCase.testSetNestedUnknown(org.apache.commons.beanutils.PropertyUtilsTestCase)|org.apache.commons.beanutils.PropertyUtilsTestCase.testMapExtensionCustom(org.apache.commons.beanutils.PropertyUtilsTestCase)|org.apache.commons.beanutils.bugs.Jira61TestCase.testIssue_BEANUTILS_61_BeanUtils_copyProperties_from_WrapDynaBean(org.apache.commons.beanutils.bugs.Jira61TestCase)|org.apache.commons.beanutils.PropertyUtilsTestCase.testSetNoGetter(org.apache.commons.beanutils.PropertyUtilsTestCase)|org.apache.commons.beanutils.bugs.Jira520TestCase.testSuppressClassPropertyByDefault(org.apache.commons.beanutils.bugs.Jira520TestCase)|org.apache.commons.beanutils.bugs.Jira463TestCase.testSuppressClassProperty(org.apache.commons.beanutils.bugs.Jira463TestCase)|org.apache.commons.beanutils.bugs.Jira347TestCase.testMappedPropertyDescriptor_AnyArgsProperty(org.apache.commons.beanutils.bugs.Jira347TestCase),MEMORY_ERROR,76a85e448256
commons-beanutils,org.apache.commons.beanutils.MappedPropertyDescriptor,internalGetMethod,(Ljava/lang/Class;Ljava/lang/String;I)Ljava/lang/reflect/Method;,343,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,MappedPropertyDescriptor.java,org.apache.commons.beanutils.MappedPropertyTestCase.testProtected(org.apache.commons.beanutils.MappedPropertyTestCase)|org.apache.commons.beanutils.MappedPropertyTestCase.testProtectedParentMethod(org.apache.commons.beanutils.MappedPropertyTestCase)|org.apache.commons.beanutils.MappedPropertyTestCase.testInterfaceNotFound(org.apache.commons.beanutils.MappedPropertyTestCase)|org.apache.commons.beanutils.MappedPropertyTestCase.testNotFound(org.apache.commons.beanutils.MappedPropertyTestCase)|org.apache.commons.beanutils.MappedPropertyTestCase.testAnyArgsProperty(org.apache.commons.beanutils.MappedPropertyTestCase)|org.apache.commons.beanutils.MappedPropertyTestCase.testInvalidGetter(org.apache.commons.beanutils.MappedPropertyTestCase)|org.apache.commons.beanutils.MappedPropertyTestCase.testMappedSetterOnly(org.apache.commons.beanutils.MappedPropertyTestCase)|org.apache.commons.beanutils.MappedPropertyTestCase.testPrimitiveArgsProperty(org.apache.commons.beanutils.MappedPropertyTestCase)|org.apache.commons.beanutils.bugs.Jira369TestCase.testBeanUtilsGetProperty_aRatedCd(org.apache.commons.beanutils.bugs.Jira369TestCase)|org.apache.commons.beanutils.BeanPropertyValueEqualsPredicateTestCase.testEvaluateWithInvalidPropertyName(org.apache.commons.beanutils.BeanPropertyValueEqualsPredicateTestCase)|org.apache.commons.beanutils.BeanToPropertyValueTransformerTestCase.testTransformWithInvalidProperty(org.apache.commons.beanutils.BeanToPropertyValueTransformerTestCase)|org.apache.commons.beanutils.BeanPropertyValueChangeClosureTestCase.testExecuteWithInvalidPropertyName(org.apache.commons.beanutils.BeanPropertyValueChangeClosureTestCase)|org.apache.commons.beanutils.BeanComparatorTestCase.testCompareOnMissingProperty(org.apache.commons.beanutils.BeanComparatorTestCase)|org.apache.commons.beanutils.WrapDynaBeanTestCase.testIndexedProperties(org.apache.commons.beanutils.WrapDynaBeanTestCase)|org.apache.commons.beanutils.WrapDynaBeanTestCase.testInitWithDynaClass(org.apache.commons.beanutils.WrapDynaBeanTestCase)|org.apache.commons.beanutils.WrapDynaBeanTestCase.testSimpleProperties(org.apache.commons.beanutils.WrapDynaBeanTestCase)|org.apache.commons.beanutils.DynaPropertyUtilsTestCase.testSetNestedUnknown(org.apache.commons.beanutils.DynaPropertyUtilsTestCase)|org.apache.commons.beanutils.PropertyUtilsTestCase.testGetDescriptorUnknown(org.apache.commons.beanutils.PropertyUtilsTestCase)|org.apache.commons.beanutils.DynaPropertyUtilsTestCase.testGetNestedUnknown(org.apache.commons.beanutils.DynaPropertyUtilsTestCase)|org.apache.commons.beanutils.PropertyUtilsTestCase.testGetSimpleUnknown(org.apache.commons.beanutils.PropertyUtilsTestCase)|org.apache.commons.beanutils.PropertyUtilsTestCase.testSetSimpleUnknown(org.apache.commons.beanutils.PropertyUtilsTestCase)|org.apache.commons.beanutils.bugs.Jira92TestCase.testIssue_BEANUTILS_92_copyProperties_indexed_only_setter(org.apache.commons.beanutils.bugs.Jira92TestCase)|org.apache.commons.beanutils.PropertyUtilsTestCase.testGetNestedUnknown(org.apache.commons.beanutils.PropertyUtilsTestCase)|org.apache.commons.beanutils.PropertyUtilsTestCase.testSetNestedUnknown(org.apache.commons.beanutils.PropertyUtilsTestCase)|org.apache.commons.beanutils.PropertyUtilsTestCase.testMapExtensionCustom(org.apache.commons.beanutils.PropertyUtilsTestCase)|org.apache.commons.beanutils.bugs.Jira61TestCase.testIssue_BEANUTILS_61_BeanUtils_copyProperties_from_WrapDynaBean(org.apache.commons.beanutils.bugs.Jira61TestCase)|org.apache.commons.beanutils.PropertyUtilsTestCase.testSetNoGetter(org.apache.commons.beanutils.PropertyUtilsTestCase)|org.apache.commons.beanutils.bugs.Jira520TestCase.testSuppressClassPropertyByDefault(org.apache.commons.beanutils.bugs.Jira520TestCase)|org.apache.commons.beanutils.bugs.Jira463TestCase.testSuppressClassProperty(org.apache.commons.beanutils.bugs.Jira463TestCase)|org.apache.commons.beanutils.bugs.Jira347TestCase.testMappedPropertyDescriptor_AnyArgsProperty(org.apache.commons.beanutils.bugs.Jira347TestCase),MEMORY_ERROR,6739686b4380
commons-beanutils,org.apache.commons.beanutils.MappedPropertyDescriptor,internalGetMethod,(Ljava/lang/Class;Ljava/lang/String;I)Ljava/lang/reflect/Method;,356,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,MappedPropertyDescriptor.java,org.apache.commons.beanutils.MappedPropertyTestCase.testAnyArgsProperty(org.apache.commons.beanutils.MappedPropertyTestCase)|org.apache.commons.beanutils.MappedPropertyTestCase.testInvalidGetter(org.apache.commons.beanutils.MappedPropertyTestCase)|org.apache.commons.beanutils.MappedPropertyTestCase.testMappedSetterOnly(org.apache.commons.beanutils.MappedPropertyTestCase)|org.apache.commons.beanutils.MappedPropertyTestCase.testPrimitiveArgsProperty(org.apache.commons.beanutils.MappedPropertyTestCase)|org.apache.commons.beanutils.bugs.Jira369TestCase.testBeanUtilsGetProperty_aRatedCd(org.apache.commons.beanutils.bugs.Jira369TestCase)|org.apache.commons.beanutils.bugs.Jira61TestCase.testIssue_BEANUTILS_61_BeanUtils_copyProperties_from_WrapDynaBean(org.apache.commons.beanutils.bugs.Jira61TestCase)|org.apache.commons.beanutils.PropertyUtilsTestCase.testSetNoGetter(org.apache.commons.beanutils.PropertyUtilsTestCase)|org.apache.commons.beanutils.bugs.Jira347TestCase.testMappedPropertyDescriptor_AnyArgsProperty(org.apache.commons.beanutils.bugs.Jira347TestCase),MEMORY_ERROR,fdc7629ae14e
commons-beanutils,org.apache.commons.beanutils.MappedPropertyDescriptor,internalGetMethod,(Ljava/lang/Class;Ljava/lang/String;I)Ljava/lang/reflect/Method;,352,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,MappedPropertyDescriptor.java,org.apache.commons.beanutils.MappedPropertyTestCase.testProtected(org.apache.commons.beanutils.MappedPropertyTestCase)|org.apache.commons.beanutils.MappedPropertyTestCase.testProtectedParentMethod(org.apache.commons.beanutils.MappedPropertyTestCase)|org.apache.commons.beanutils.MappedPropertyTestCase.testInterfaceNotFound(org.apache.commons.beanutils.MappedPropertyTestCase)|org.apache.commons.beanutils.MappedPropertyTestCase.testNotFound(org.apache.commons.beanutils.MappedPropertyTestCase)|org.apache.commons.beanutils.MappedPropertyTestCase.testAnyArgsProperty(org.apache.commons.beanutils.MappedPropertyTestCase)|org.apache.commons.beanutils.MappedPropertyTestCase.testInvalidGetter(org.apache.commons.beanutils.MappedPropertyTestCase)|org.apache.commons.beanutils.MappedPropertyTestCase.testMappedSetterOnly(org.apache.commons.beanutils.MappedPropertyTestCase)|org.apache.commons.beanutils.MappedPropertyTestCase.testPrimitiveArgsProperty(org.apache.commons.beanutils.MappedPropertyTestCase)|org.apache.commons.beanutils.bugs.Jira369TestCase.testBeanUtilsGetProperty_aRatedCd(org.apache.commons.beanutils.bugs.Jira369TestCase)|org.apache.commons.beanutils.BeanPropertyValueEqualsPredicateTestCase.testEvaluateWithInvalidPropertyName(org.apache.commons.beanutils.BeanPropertyValueEqualsPredicateTestCase)|org.apache.commons.beanutils.BeanToPropertyValueTransformerTestCase.testTransformWithInvalidProperty(org.apache.commons.beanutils.BeanToPropertyValueTransformerTestCase)|org.apache.commons.beanutils.BeanPropertyValueChangeClosureTestCase.testExecuteWithInvalidPropertyName(org.apache.commons.beanutils.BeanPropertyValueChangeClosureTestCase)|org.apache.commons.beanutils.BeanComparatorTestCase.testCompareOnMissingProperty(org.apache.commons.beanutils.BeanComparatorTestCase)|org.apache.commons.beanutils.WrapDynaBeanTestCase.testIndexedProperties(org.apache.commons.beanutils.WrapDynaBeanTestCase)|org.apache.commons.beanutils.WrapDynaBeanTestCase.testInitWithDynaClass(org.apache.commons.beanutils.WrapDynaBeanTestCase)|org.apache.commons.beanutils.WrapDynaBeanTestCase.testSimpleProperties(org.apache.commons.beanutils.WrapDynaBeanTestCase)|org.apache.commons.beanutils.DynaPropertyUtilsTestCase.testSetNestedUnknown(org.apache.commons.beanutils.DynaPropertyUtilsTestCase)|org.apache.commons.beanutils.PropertyUtilsTestCase.testGetDescriptorUnknown(org.apache.commons.beanutils.PropertyUtilsTestCase)|org.apache.commons.beanutils.DynaPropertyUtilsTestCase.testGetNestedUnknown(org.apache.commons.beanutils.DynaPropertyUtilsTestCase)|org.apache.commons.beanutils.PropertyUtilsTestCase.testGetSimpleUnknown(org.apache.commons.beanutils.PropertyUtilsTestCase)|org.apache.commons.beanutils.PropertyUtilsTestCase.testSetSimpleUnknown(org.apache.commons.beanutils.PropertyUtilsTestCase)|org.apache.commons.beanutils.bugs.Jira92TestCase.testIssue_BEANUTILS_92_copyProperties_indexed_only_setter(org.apache.commons.beanutils.bugs.Jira92TestCase)|org.apache.commons.beanutils.PropertyUtilsTestCase.testGetNestedUnknown(org.apache.commons.beanutils.PropertyUtilsTestCase)|org.apache.commons.beanutils.PropertyUtilsTestCase.testSetNestedUnknown(org.apache.commons.beanutils.PropertyUtilsTestCase)|org.apache.commons.beanutils.PropertyUtilsTestCase.testMapExtensionCustom(org.apache.commons.beanutils.PropertyUtilsTestCase)|org.apache.commons.beanutils.bugs.Jira61TestCase.testIssue_BEANUTILS_61_BeanUtils_copyProperties_from_WrapDynaBean(org.apache.commons.beanutils.bugs.Jira61TestCase)|org.apache.commons.beanutils.PropertyUtilsTestCase.testSetNoGetter(org.apache.commons.beanutils.PropertyUtilsTestCase)|org.apache.commons.beanutils.bugs.Jira520TestCase.testSuppressClassPropertyByDefault(org.apache.commons.beanutils.bugs.Jira520TestCase)|org.apache.commons.beanutils.bugs.Jira463TestCase.testSuppressClassProperty(org.apache.commons.beanutils.bugs.Jira463TestCase)|org.apache.commons.beanutils.bugs.Jira347TestCase.testMappedPropertyDescriptor_AnyArgsProperty(org.apache.commons.beanutils.bugs.Jira347TestCase),KILLED,ea7d738911f0
commons-beanutils,org.apache.commons.beanutils.MappedPropertyDescriptor,internalGetMethod,(Ljava/lang/Class;Ljava/lang/String;I)Ljava/lang/reflect/Method;,346,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,MappedPropertyDescriptor.java,org.apache.commons.beanutils.MappedPropertyTestCase.testProtected(org.apache.commons.beanutils.MappedPropertyTestCase)|org.apache.commons.beanutils.MappedPropertyTestCase.testProtectedParentMethod(org.apache.commons.beanutils.MappedPropertyTestCase)|org.apache.commons.beanutils.MappedPropertyTestCase.testInterfaceNotFound(org.apache.commons.beanutils.MappedPropertyTestCase)|org.apache.commons.beanutils.MappedPropertyTestCase.testNotFound(org.apache.commons.beanutils.MappedPropertyTestCase)|org.apache.commons.beanutils.MappedPropertyTestCase.testAnyArgsProperty(org.apache.commons.beanutils.MappedPropertyTestCase)|org.apache.commons.beanutils.MappedPropertyTestCase.testInvalidGetter(org.apache.commons.beanutils.MappedPropertyTestCase)|org.apache.commons.beanutils.MappedPropertyTestCase.testMappedSetterOnly(org.apache.commons.beanutils.MappedPropertyTestCase)|org.apache.commons.beanutils.MappedPropertyTestCase.testPrimitiveArgsProperty(org.apache.commons.beanutils.MappedPropertyTestCase)|org.apache.commons.beanutils.bugs.Jira369TestCase.testBeanUtilsGetProperty_aRatedCd(org.apache.commons.beanutils.bugs.Jira369TestCase)|org.apache.commons.beanutils.BeanPropertyValueEqualsPredicateTestCase.testEvaluateWithInvalidPropertyName(org.apache.commons.beanutils.BeanPropertyValueEqualsPredicateTestCase)|org.apache.commons.beanutils.BeanToPropertyValueTransformerTestCase.testTransformWithInvalidProperty(org.apache.commons.beanutils.BeanToPropertyValueTransformerTestCase)|org.apache.commons.beanutils.BeanPropertyValueChangeClosureTestCase.testExecuteWithInvalidPropertyName(org.apache.commons.beanutils.BeanPropertyValueChangeClosureTestCase)|org.apache.commons.beanutils.BeanComparatorTestCase.testCompareOnMissingProperty(org.apache.commons.beanutils.BeanComparatorTestCase)|org.apache.commons.beanutils.WrapDynaBeanTestCase.testIndexedProperties(org.apache.commons.beanutils.WrapDynaBeanTestCase)|org.apache.commons.beanutils.WrapDynaBeanTestCase.testInitWithDynaClass(org.apache.commons.beanutils.WrapDynaBeanTestCase)|org.apache.commons.beanutils.WrapDynaBeanTestCase.testSimpleProperties(org.apache.commons.beanutils.WrapDynaBeanTestCase)|org.apache.commons.beanutils.DynaPropertyUtilsTestCase.testSetNestedUnknown(org.apache.commons.beanutils.DynaPropertyUtilsTestCase)|org.apache.commons.beanutils.PropertyUtilsTestCase.testGetDescriptorUnknown(org.apache.commons.beanutils.PropertyUtilsTestCase)|org.apache.commons.beanutils.DynaPropertyUtilsTestCase.testGetNestedUnknown(org.apache.commons.beanutils.DynaPropertyUtilsTestCase)|org.apache.commons.beanutils.PropertyUtilsTestCase.testGetSimpleUnknown(org.apache.commons.beanutils.PropertyUtilsTestCase)|org.apache.commons.beanutils.PropertyUtilsTestCase.testSetSimpleUnknown(org.apache.commons.beanutils.PropertyUtilsTestCase)|org.apache.commons.beanutils.bugs.Jira92TestCase.testIssue_BEANUTILS_92_copyProperties_indexed_only_setter(org.apache.commons.beanutils.bugs.Jira92TestCase)|org.apache.commons.beanutils.PropertyUtilsTestCase.testGetNestedUnknown(org.apache.commons.beanutils.PropertyUtilsTestCase)|org.apache.commons.beanutils.PropertyUtilsTestCase.testSetNestedUnknown(org.apache.commons.beanutils.PropertyUtilsTestCase)|org.apache.commons.beanutils.PropertyUtilsTestCase.testMapExtensionCustom(org.apache.commons.beanutils.PropertyUtilsTestCase)|org.apache.commons.beanutils.bugs.Jira61TestCase.testIssue_BEANUTILS_61_BeanUtils_copyProperties_from_WrapDynaBean(org.apache.commons.beanutils.bugs.Jira61TestCase)|org.apache.commons.beanutils.PropertyUtilsTestCase.testSetNoGetter(org.apache.commons.beanutils.PropertyUtilsTestCase)|org.apache.commons.beanutils.bugs.Jira520TestCase.testSuppressClassPropertyByDefault(org.apache.commons.beanutils.bugs.Jira520TestCase)|org.apache.commons.beanutils.bugs.Jira463TestCase.testSuppressClassProperty(org.apache.commons.beanutils.bugs.Jira463TestCase)|org.apache.commons.beanutils.bugs.Jira347TestCase.testMappedPropertyDescriptor_AnyArgsProperty(org.apache.commons.beanutils.bugs.Jira347TestCase),KILLED,76f4991bf68f
