project,class,method,methodDescription,line,mutator,description,sourceFile,coveringTests,pit_status,mutant_id
commons-dbutils,org.apache.commons.dbutils.BeanProcessor,isCompatibleType,(Ljava/lang/Object;Ljava/lang/Class;)Z,344,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,BeanProcessor.java,org.apache.commons.dbutils.BeanProcessorTest.testProcessWithPopulateBean(org.apache.commons.dbutils.BeanProcessorTest)|org.apache.commons.dbutils.BeanProcessorTest.testProcessWithToBean(org.apache.commons.dbutils.BeanProcessorTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandle(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandleToInterface(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandleToSuperClass(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandleToInterface(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandleToSuperClass(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandle(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.BasicRowProcessorTest.testToBean(org.apache.commons.dbutils.BasicRowProcessorTest)|org.apache.commons.dbutils.BasicRowProcessorTest.testToBeanList(org.apache.commons.dbutils.BasicRowProcessorTest),SURVIVED,6d63fc35ceea
commons-dbutils,org.apache.commons.dbutils.BeanProcessor,isCompatibleType,(Ljava/lang/Object;Ljava/lang/Class;)Z,344,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,BeanProcessor.java,org.apache.commons.dbutils.BeanProcessorTest.testProcessWithPopulateBean(org.apache.commons.dbutils.BeanProcessorTest)|org.apache.commons.dbutils.BeanProcessorTest.testProcessWithToBean(org.apache.commons.dbutils.BeanProcessorTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandle(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandleToInterface(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandleToSuperClass(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandleToInterface(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandleToSuperClass(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandle(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.BasicRowProcessorTest.testToBean(org.apache.commons.dbutils.BasicRowProcessorTest)|org.apache.commons.dbutils.BasicRowProcessorTest.testToBeanList(org.apache.commons.dbutils.BasicRowProcessorTest),KILLED,6d63fc35ceea
commons-dbutils,org.apache.commons.dbutils.BeanProcessor,isCompatibleType,(Ljava/lang/Object;Ljava/lang/Class;)Z,344,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,BeanProcessor.java,org.apache.commons.dbutils.BeanProcessorTest.testProcessWithPopulateBean(org.apache.commons.dbutils.BeanProcessorTest)|org.apache.commons.dbutils.BeanProcessorTest.testProcessWithToBean(org.apache.commons.dbutils.BeanProcessorTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandle(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandleToInterface(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandleToSuperClass(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandleToInterface(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandleToSuperClass(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandle(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.BasicRowProcessorTest.testToBean(org.apache.commons.dbutils.BasicRowProcessorTest)|org.apache.commons.dbutils.BasicRowProcessorTest.testToBeanList(org.apache.commons.dbutils.BasicRowProcessorTest),KILLED,9e6faa6fdd4d
commons-dbutils,org.apache.commons.dbutils.BeanProcessor,mapColumnsToProperties,(Ljava/sql/ResultSetMetaData;[Ljava/beans/PropertyDescriptor;)[I,463,MathMutator,Replaced integer addition with subtraction,BeanProcessor.java,org.apache.commons.dbutils.BeanProcessorTest.testMapColumnToPropertiesWithOverrides(org.apache.commons.dbutils.BeanProcessorTest)|org.apache.commons.dbutils.BeanProcessorTest.testMapColumnToProperties(org.apache.commons.dbutils.BeanProcessorTest)|org.apache.commons.dbutils.BeanProcessorTest.testProcessWithPopulateBean(org.apache.commons.dbutils.BeanProcessorTest)|org.apache.commons.dbutils.BeanProcessorTest.testProcessWithToBean(org.apache.commons.dbutils.BeanProcessorTest)|org.apache.commons.dbutils.handlers.BeanMapHandlerTest.testBeanMapHandlerClassOfVString(org.apache.commons.dbutils.handlers.BeanMapHandlerTest)|org.apache.commons.dbutils.handlers.BeanMapHandlerTest.testBeanMapHandlerClassOfVInt(org.apache.commons.dbutils.handlers.BeanMapHandlerTest)|org.apache.commons.dbutils.handlers.BeanMapHandlerTest.testBeanMapHandlerClassOfV(org.apache.commons.dbutils.handlers.BeanMapHandlerTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandle(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandleToInterface(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandleToSuperClass(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandleToSuperClass(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandle(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandleToInterface(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.BasicRowProcessorTest.testToBean(org.apache.commons.dbutils.BasicRowProcessorTest)|org.apache.commons.dbutils.BasicRowProcessorTest.testToBeanList(org.apache.commons.dbutils.BasicRowProcessorTest),KILLED,5086cd463f97
commons-dbutils,org.apache.commons.dbutils.BeanProcessor,mapColumnsToProperties,(Ljava/sql/ResultSetMetaData;[Ljava/beans/PropertyDescriptor;)[I,466,ConditionalsBoundaryMutator,changed conditional boundary,BeanProcessor.java,org.apache.commons.dbutils.BeanProcessorTest.testMapColumnToPropertiesWithOverrides(org.apache.commons.dbutils.BeanProcessorTest)|org.apache.commons.dbutils.BeanProcessorTest.testMapColumnToProperties(org.apache.commons.dbutils.BeanProcessorTest)|org.apache.commons.dbutils.BeanProcessorTest.testProcessWithPopulateBean(org.apache.commons.dbutils.BeanProcessorTest)|org.apache.commons.dbutils.BeanProcessorTest.testProcessWithToBean(org.apache.commons.dbutils.BeanProcessorTest)|org.apache.commons.dbutils.handlers.BeanMapHandlerTest.testBeanMapHandlerClassOfVString(org.apache.commons.dbutils.handlers.BeanMapHandlerTest)|org.apache.commons.dbutils.handlers.BeanMapHandlerTest.testBeanMapHandlerClassOfVInt(org.apache.commons.dbutils.handlers.BeanMapHandlerTest)|org.apache.commons.dbutils.handlers.BeanMapHandlerTest.testBeanMapHandlerClassOfV(org.apache.commons.dbutils.handlers.BeanMapHandlerTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandle(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandleToInterface(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandleToSuperClass(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandleToSuperClass(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandle(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandleToInterface(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.BasicRowProcessorTest.testToBean(org.apache.commons.dbutils.BasicRowProcessorTest)|org.apache.commons.dbutils.BasicRowProcessorTest.testToBeanList(org.apache.commons.dbutils.BasicRowProcessorTest),KILLED,43f69e410338
commons-dbutils,org.apache.commons.dbutils.BeanProcessor,mapColumnsToProperties,(Ljava/sql/ResultSetMetaData;[Ljava/beans/PropertyDescriptor;)[I,466,RemoveConditionalMutator_ORDER_ELSE,removed conditional - replaced comparison check with false,BeanProcessor.java,org.apache.commons.dbutils.BeanProcessorTest.testMapColumnToPropertiesWithOverrides(org.apache.commons.dbutils.BeanProcessorTest)|org.apache.commons.dbutils.BeanProcessorTest.testMapColumnToProperties(org.apache.commons.dbutils.BeanProcessorTest)|org.apache.commons.dbutils.BeanProcessorTest.testProcessWithPopulateBean(org.apache.commons.dbutils.BeanProcessorTest)|org.apache.commons.dbutils.BeanProcessorTest.testProcessWithToBean(org.apache.commons.dbutils.BeanProcessorTest)|org.apache.commons.dbutils.handlers.BeanMapHandlerTest.testBeanMapHandlerClassOfVString(org.apache.commons.dbutils.handlers.BeanMapHandlerTest)|org.apache.commons.dbutils.handlers.BeanMapHandlerTest.testBeanMapHandlerClassOfVInt(org.apache.commons.dbutils.handlers.BeanMapHandlerTest)|org.apache.commons.dbutils.handlers.BeanMapHandlerTest.testBeanMapHandlerClassOfV(org.apache.commons.dbutils.handlers.BeanMapHandlerTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandle(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandleToInterface(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandleToSuperClass(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandleToSuperClass(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandle(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandleToInterface(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.BasicRowProcessorTest.testToBean(org.apache.commons.dbutils.BasicRowProcessorTest)|org.apache.commons.dbutils.BasicRowProcessorTest.testToBeanList(org.apache.commons.dbutils.BasicRowProcessorTest),KILLED,3d33821ca734
commons-dbutils,org.apache.commons.dbutils.BeanProcessor,mapColumnsToProperties,(Ljava/sql/ResultSetMetaData;[Ljava/beans/PropertyDescriptor;)[I,475,RemoveConditionalMutator_ORDER_ELSE,removed conditional - replaced comparison check with false,BeanProcessor.java,org.apache.commons.dbutils.BeanProcessorTest.testMapColumnToPropertiesWithOverrides(org.apache.commons.dbutils.BeanProcessorTest)|org.apache.commons.dbutils.BeanProcessorTest.testMapColumnToProperties(org.apache.commons.dbutils.BeanProcessorTest)|org.apache.commons.dbutils.BeanProcessorTest.testProcessWithPopulateBean(org.apache.commons.dbutils.BeanProcessorTest)|org.apache.commons.dbutils.BeanProcessorTest.testProcessWithToBean(org.apache.commons.dbutils.BeanProcessorTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandle(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandleToInterface(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandleToSuperClass(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandleToInterface(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandleToSuperClass(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandle(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.BasicRowProcessorTest.testToBean(org.apache.commons.dbutils.BasicRowProcessorTest)|org.apache.commons.dbutils.BasicRowProcessorTest.testToBeanList(org.apache.commons.dbutils.BasicRowProcessorTest),KILLED,77c18d618d19
commons-dbutils,org.apache.commons.dbutils.BeanProcessor,mapColumnsToProperties,(Ljava/sql/ResultSetMetaData;[Ljava/beans/PropertyDescriptor;)[I,466,RemoveConditionalMutator_ORDER_IF,removed conditional - replaced comparison check with true,BeanProcessor.java,org.apache.commons.dbutils.BeanProcessorTest.testMapColumnToPropertiesWithOverrides(org.apache.commons.dbutils.BeanProcessorTest)|org.apache.commons.dbutils.BeanProcessorTest.testMapColumnToProperties(org.apache.commons.dbutils.BeanProcessorTest)|org.apache.commons.dbutils.BeanProcessorTest.testProcessWithPopulateBean(org.apache.commons.dbutils.BeanProcessorTest)|org.apache.commons.dbutils.BeanProcessorTest.testProcessWithToBean(org.apache.commons.dbutils.BeanProcessorTest)|org.apache.commons.dbutils.handlers.BeanMapHandlerTest.testBeanMapHandlerClassOfVString(org.apache.commons.dbutils.handlers.BeanMapHandlerTest)|org.apache.commons.dbutils.handlers.BeanMapHandlerTest.testBeanMapHandlerClassOfVInt(org.apache.commons.dbutils.handlers.BeanMapHandlerTest)|org.apache.commons.dbutils.handlers.BeanMapHandlerTest.testBeanMapHandlerClassOfV(org.apache.commons.dbutils.handlers.BeanMapHandlerTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandle(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandleToInterface(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandleToSuperClass(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandleToSuperClass(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandle(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandleToInterface(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.BasicRowProcessorTest.testToBean(org.apache.commons.dbutils.BasicRowProcessorTest)|org.apache.commons.dbutils.BasicRowProcessorTest.testToBeanList(org.apache.commons.dbutils.BasicRowProcessorTest),KILLED,453804a077aa
commons-dbutils,org.apache.commons.dbutils.BeanProcessor,matchesPrimitive,(Ljava/lang/Class;Ljava/lang/Class;)Z,369,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,BeanProcessor.java,org.apache.commons.dbutils.BeanProcessorTest.testProcessWithPopulateBean(org.apache.commons.dbutils.BeanProcessorTest)|org.apache.commons.dbutils.BeanProcessorTest.testProcessWithToBean(org.apache.commons.dbutils.BeanProcessorTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandle(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandleToInterface(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandleToSuperClass(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandleToInterface(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandleToSuperClass(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandle(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.BasicRowProcessorTest.testToBean(org.apache.commons.dbutils.BasicRowProcessorTest)|org.apache.commons.dbutils.BasicRowProcessorTest.testToBeanList(org.apache.commons.dbutils.BasicRowProcessorTest),SURVIVED,95ee165bb9ed
commons-dbutils,org.apache.commons.dbutils.BeanProcessor,matchesPrimitive,(Ljava/lang/Class;Ljava/lang/Class;)Z,360,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,BeanProcessor.java,org.apache.commons.dbutils.BeanProcessorTest.testProcessWithPopulateBean(org.apache.commons.dbutils.BeanProcessorTest)|org.apache.commons.dbutils.BeanProcessorTest.testProcessWithToBean(org.apache.commons.dbutils.BeanProcessorTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandle(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandleToInterface(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandleToSuperClass(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandleToInterface(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandleToSuperClass(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandle(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.BasicRowProcessorTest.testToBean(org.apache.commons.dbutils.BasicRowProcessorTest)|org.apache.commons.dbutils.BasicRowProcessorTest.testToBeanList(org.apache.commons.dbutils.BasicRowProcessorTest),KILLED,a331edd3b7b3
commons-dbutils,org.apache.commons.dbutils.BeanProcessor,matchesPrimitive,(Ljava/lang/Class;Ljava/lang/Class;)Z,370,BooleanFalseReturnValsMutator,replaced boolean return with false for org/apache/commons/dbutils/BeanProcessor::matchesPrimitive,BeanProcessor.java,org.apache.commons.dbutils.BeanProcessorTest.testProcessWithPopulateBean(org.apache.commons.dbutils.BeanProcessorTest)|org.apache.commons.dbutils.BeanProcessorTest.testProcessWithToBean(org.apache.commons.dbutils.BeanProcessorTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandle(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandleToInterface(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandleToSuperClass(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandleToInterface(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandleToSuperClass(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandle(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.BasicRowProcessorTest.testToBean(org.apache.commons.dbutils.BasicRowProcessorTest)|org.apache.commons.dbutils.BasicRowProcessorTest.testToBeanList(org.apache.commons.dbutils.BasicRowProcessorTest),KILLED,db22e08ba83c
commons-dbutils,org.apache.commons.dbutils.BeanProcessor,matchesPrimitive,(Ljava/lang/Class;Ljava/lang/Class;)Z,369,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,BeanProcessor.java,org.apache.commons.dbutils.BeanProcessorTest.testProcessWithPopulateBean(org.apache.commons.dbutils.BeanProcessorTest)|org.apache.commons.dbutils.BeanProcessorTest.testProcessWithToBean(org.apache.commons.dbutils.BeanProcessorTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandle(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandleToInterface(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandleToSuperClass(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandleToInterface(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandleToSuperClass(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandle(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.BasicRowProcessorTest.testToBean(org.apache.commons.dbutils.BasicRowProcessorTest)|org.apache.commons.dbutils.BasicRowProcessorTest.testToBeanList(org.apache.commons.dbutils.BasicRowProcessorTest),KILLED,e7c039b50d98
commons-dbutils,org.apache.commons.dbutils.BeanProcessor,matchesPrimitive,(Ljava/lang/Class;Ljava/lang/Class;)Z,360,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,BeanProcessor.java,org.apache.commons.dbutils.BeanProcessorTest.testProcessWithPopulateBean(org.apache.commons.dbutils.BeanProcessorTest)|org.apache.commons.dbutils.BeanProcessorTest.testProcessWithToBean(org.apache.commons.dbutils.BeanProcessorTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandle(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandleToInterface(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandleToSuperClass(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandleToInterface(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandleToSuperClass(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandle(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.BasicRowProcessorTest.testToBean(org.apache.commons.dbutils.BasicRowProcessorTest)|org.apache.commons.dbutils.BasicRowProcessorTest.testToBeanList(org.apache.commons.dbutils.BasicRowProcessorTest),SURVIVED,f93c94e7a005
commons-dbutils,org.apache.commons.dbutils.BeanProcessor,populateBean,(Ljava/sql/ResultSet;Ljava/lang/Object;[Ljava/beans/PropertyDescriptor;[I)Ljava/lang/Object;,259,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,BeanProcessor.java,org.apache.commons.dbutils.BeanProcessorTest.testProcessWithPopulateBean(org.apache.commons.dbutils.BeanProcessorTest)|org.apache.commons.dbutils.BeanProcessorTest.testProcessWithToBean(org.apache.commons.dbutils.BeanProcessorTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandle(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandleToInterface(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandleToSuperClass(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandleToInterface(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandleToSuperClass(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandle(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.BasicRowProcessorTest.testToBean(org.apache.commons.dbutils.BasicRowProcessorTest)|org.apache.commons.dbutils.BasicRowProcessorTest.testToBeanList(org.apache.commons.dbutils.BasicRowProcessorTest),KILLED,2094f869e4e7
commons-dbutils,org.apache.commons.dbutils.BeanProcessor,populateBean,(Ljava/sql/ResultSet;Ljava/lang/Object;[Ljava/beans/PropertyDescriptor;[I)Ljava/lang/Object;,270,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,BeanProcessor.java,org.apache.commons.dbutils.BeanProcessorTest.testProcessWithPopulateBean(org.apache.commons.dbutils.BeanProcessorTest)|org.apache.commons.dbutils.BeanProcessorTest.testProcessWithToBean(org.apache.commons.dbutils.BeanProcessorTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandle(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandleToInterface(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandleToSuperClass(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandleToInterface(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandleToSuperClass(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandle(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.BasicRowProcessorTest.testToBean(org.apache.commons.dbutils.BasicRowProcessorTest)|org.apache.commons.dbutils.BasicRowProcessorTest.testToBeanList(org.apache.commons.dbutils.BasicRowProcessorTest),SURVIVED,eaf94cfc13d5
commons-dbutils,org.apache.commons.dbutils.BeanProcessor,populateBean,(Ljava/sql/ResultSet;Ljava/lang/Object;[Ljava/beans/PropertyDescriptor;[I)Ljava/lang/Object;,270,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,BeanProcessor.java,org.apache.commons.dbutils.BeanProcessorTest.testProcessWithPopulateBean(org.apache.commons.dbutils.BeanProcessorTest)|org.apache.commons.dbutils.BeanProcessorTest.testProcessWithToBean(org.apache.commons.dbutils.BeanProcessorTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandle(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandleToInterface(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanHandlerTest.testHandleToSuperClass(org.apache.commons.dbutils.handlers.BeanHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandleToInterface(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandleToSuperClass(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.handlers.BeanListHandlerTest.testHandle(org.apache.commons.dbutils.handlers.BeanListHandlerTest)|org.apache.commons.dbutils.BasicRowProcessorTest.testToBean(org.apache.commons.dbutils.BasicRowProcessorTest)|org.apache.commons.dbutils.BasicRowProcessorTest.testToBeanList(org.apache.commons.dbutils.BasicRowProcessorTest),SURVIVED,7b0f666dd46e
