project,mutant_id,class,method,line,mutator,description,pit_status,reason
commons-jexl3,78f800ff2bc9,org.apache.commons.jexl3.internal.DescLongIterator,next,305,MathMutator,Replaced long subtraction with addition,TIMED_OUT,no_pitmus_match
commons-jexl3,ca87810597be,org.apache.commons.jexl3.internal.DescLongIterator,next,305,EmptyObjectReturnValsMutator,replaced Long return value with 0L for org/apache/commons/jexl3/internal/DescLongIterator::next,KILLED,no_pitmus_match
commons-jexl3,fd2cc5ef9d82,org.apache.commons.jexl3.internal.TemplateInterpreter,visit,238,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,ambiguous_pitmus_match_2
commons-jexl3,118cf6aa99d1,org.apache.commons.jexl3.parser.Parser,jj_3R_69,5952,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,no_pitmus_match
commons-jexl3,3d4330d97bec,org.apache.commons.jexl3.parser.Parser,jj_3R_69,5952,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,SURVIVED,no_pitmus_match
commons-jexl3,253e09549bbc,org.apache.commons.jexl3.parser.Parser,jj_3R_69,5946,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,no_pitmus_match
commons-jexl3,092c07402d8c,org.apache.commons.jexl3.parser.Parser,jj_3R_69,5946,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,no_pitmus_match
commons-jexl3,ac6ec7037aea,org.apache.commons.jexl3.parser.Parser,jj_3R_69,5946,BooleanFalseReturnValsMutator,replaced boolean return with false for org/apache/commons/jexl3/parser/Parser::jj_3R_69,TIMED_OUT,no_pitmus_match
commons-jexl3,8ec0de2e2f25,org.apache.commons.jexl3.parser.StringParser,readUnicodeChar,187,RemoveConditionalMutator_ORDER_IF,removed conditional - replaced comparison check with true,SURVIVED,ambiguous_pitmus_match_2
commons-jexl3,ccd4f4773cbd,org.apache.commons.jexl3.parser.StringParser,readUnicodeChar,184,MathMutator,Replaced integer addition with subtraction,KILLED,no_pitmus_match
commons-jexl3,ca45f7a5c5ab,org.apache.commons.jexl3.parser.StringParser,readUnicodeChar,187,RemoveConditionalMutator_ORDER_ELSE,removed conditional - replaced comparison check with false,KILLED,ambiguous_pitmus_match_2
commons-jexl3,8c63f2bab1f8,org.apache.commons.jexl3.parser.StringParser,readUnicodeChar,195,IncrementsMutator,Changed increment from -4 to 4,KILLED,no_pitmus_match
commons-jexl3,9368bfb97523,org.apache.commons.jexl3.parser.StringParser,readUnicodeChar,194,MathMutator,Replaced bitwise OR with AND,KILLED,no_pitmus_match
commons-jexl3,f3bd48d7d9c6,org.apache.commons.jexl3.parser.Parser,jj_3R_115,5176,BooleanFalseReturnValsMutator,replaced boolean return with false for org/apache/commons/jexl3/parser/Parser::jj_3R_115,TIMED_OUT,no_pitmus_match
commons-jexl3,d47e029d2d4e,org.apache.commons.jexl3.parser.Parser,jj_3R_115,5164,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,no_pitmus_match
commons-jexl3,1713778c6c46,org.apache.commons.jexl3.parser.Parser,jj_3R_115,5174,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,TIMED_OUT,no_pitmus_match
commons-jexl3,e2ddd1d27d09,org.apache.commons.jexl3.parser.Parser,jj_3R_115,5162,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,TIMED_OUT,no_pitmus_match
commons-jexl3,fdf2ea41d619,org.apache.commons.jexl3.parser.Parser,jj_3R_115,5172,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,TIMED_OUT,no_pitmus_match
commons-jexl3,3b1891e6dd9a,org.apache.commons.jexl3.parser.Parser,jj_3R_170,4765,BooleanTrueReturnValsMutator,replaced boolean return with true for org/apache/commons/jexl3/parser/Parser::jj_3R_170,KILLED,no_pitmus_match
commons-jexl3,a30835db2767,org.apache.commons.jexl3.parser.Parser,jj_3R_170,4763,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,no_pitmus_match
commons-jexl3,a76dcbce99ca,org.apache.commons.jexl3.parser.Parser,jj_3R_170,4764,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,no_pitmus_match
commons-jexl3,1d40e80a0c5a,org.apache.commons.jexl3.parser.Parser,jj_3R_170,4763,BooleanFalseReturnValsMutator,replaced boolean return with false for org/apache/commons/jexl3/parser/Parser::jj_3R_170,TIMED_OUT,no_pitmus_match
commons-jexl3,8c600d993351,org.apache.commons.jexl3.parser.Parser,jj_3R_170,4764,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,SURVIVED,no_pitmus_match
commons-jexl3,8a54a5102a4e,org.apache.commons.jexl3.internal.introspection.PropertyGetExecutor,tryInvoke,69,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,ambiguous_pitmus_match_2
commons-jexl3,8a54a5102a4e,org.apache.commons.jexl3.internal.introspection.PropertyGetExecutor,tryInvoke,69,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,ambiguous_pitmus_match_2
commons-jexl3,3979789b36f9,org.apache.commons.jexl3.JexlArithmetic,empty,1159,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,ambiguous_pitmus_match_2
commons-jexl3,3979789b36f9,org.apache.commons.jexl3.JexlArithmetic,empty,1159,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,ambiguous_pitmus_match_2
commons-jexl3,cfdb812956c6,org.apache.commons.jexl3.JexlArithmetic,empty,1159,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,ambiguous_pitmus_match_2
commons-jexl3,cfdb812956c6,org.apache.commons.jexl3.JexlArithmetic,empty,1159,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,ambiguous_pitmus_match_2
commons-jexl3,010fa7118d5c,org.apache.commons.jexl3.internal.InterpreterBase$CallDispatcher,isTargetMethod,845,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,SURVIVED,ambiguous_pitmus_match_2
commons-jexl3,a3aa497632b9,org.apache.commons.jexl3.internal.InterpreterBase$CallDispatcher,isTargetMethod,845,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,ambiguous_pitmus_match_2
commons-jexl3,2efc430239ce,org.apache.commons.jexl3.parser.StringParser,escapeString,248,RemoveConditionalMutator_ORDER_ELSE,removed conditional - replaced comparison check with false,KILLED,ambiguous_pitmus_match_2
commons-jexl3,a5cafd3eebe9,org.apache.commons.jexl3.parser.StringParser,escapeString,255,RemoveConditionalMutator_ORDER_IF,removed conditional - replaced comparison check with true,TIMED_OUT,no_pitmus_match
commons-jexl3,84f23f8f4cfe,org.apache.commons.jexl3.parser.StringParser,escapeString,255,RemoveConditionalMutator_ORDER_ELSE,removed conditional - replaced comparison check with false,KILLED,no_pitmus_match
commons-jexl3,a936b67d6ec3,org.apache.commons.jexl3.parser.StringParser,escapeString,248,RemoveConditionalMutator_ORDER_IF,removed conditional - replaced comparison check with true,KILLED,ambiguous_pitmus_match_2
commons-jexl3,4d861195284c,org.apache.commons.jexl3.parser.JexlParser,jjtreeCloseNodeScope,545,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,ambiguous_pitmus_match_2
commons-jexl3,4d861195284c,org.apache.commons.jexl3.parser.JexlParser,jjtreeCloseNodeScope,545,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,ambiguous_pitmus_match_2
commons-jexl3,2d91f1151355,org.apache.commons.jexl3.parser.ParserTokenManager,jjMoveStringLiteralDfa4_1,1622,PrimitiveReturnsMutator,replaced int return with 0 for org/apache/commons/jexl3/parser/ParserTokenManager::jjMoveStringLiteralDfa4_1,KILLED,no_pitmus_match
commons-jexl3,ef5fab8009a7,org.apache.commons.jexl3.parser.ParserTokenManager,jjMoveStringLiteralDfa4_1,1596,MathMutator,Replaced bitwise AND with OR,SURVIVED,no_pitmus_match
commons-jexl3,a7c8312abab6,org.apache.commons.jexl3.parser.ParserTokenManager,jjMoveStringLiteralDfa4_1,1607,PrimitiveReturnsMutator,replaced int return with 0 for org/apache/commons/jexl3/parser/ParserTokenManager::jjMoveStringLiteralDfa4_1,KILLED,no_pitmus_match
commons-jexl3,39053d32889b,org.apache.commons.jexl3.parser.ParserTokenManager,jjMoveStringLiteralDfa4_1,1606,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,no_pitmus_match
commons-jexl3,4329451644fd,org.apache.commons.jexl3.parser.ParserTokenManager,jjMoveStringLiteralDfa4_1,1597,PrimitiveReturnsMutator,replaced int return with 0 for org/apache/commons/jexl3/parser/ParserTokenManager::jjMoveStringLiteralDfa4_1,KILLED,no_pitmus_match
commons-jexl3,fd5081eaf872,org.apache.commons.jexl3.internal.TemplateEngine$ExpressionBuilder,build,178,MathMutator,Replaced integer addition with subtraction,KILLED,no_pitmus_match
commons-jexl3,4be98cc56632,org.apache.commons.jexl3.parser.JexlParser,errorToken,644,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,ambiguous_pitmus_match_3
commons-jexl3,8bf1f5b6054d,org.apache.commons.jexl3.parser.JexlParser,errorToken,644,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,ambiguous_pitmus_match_3
commons-jexl3,8bf1f5b6054d,org.apache.commons.jexl3.parser.JexlParser,errorToken,644,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,ambiguous_pitmus_match_3
commons-jexl3,4be98cc56632,org.apache.commons.jexl3.parser.JexlParser,errorToken,644,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,ambiguous_pitmus_match_3
commons-jexl3,2ec923e1f131,org.apache.commons.jexl3.internal.DescIntegerIterator,next,301,MathMutator,Replaced integer subtraction with addition,KILLED,no_pitmus_match
commons-jexl3,3fc638ced61d,org.apache.commons.jexl3.internal.DescIntegerIterator,next,301,EmptyObjectReturnValsMutator,replaced Integer return value with 0 for org/apache/commons/jexl3/internal/DescIntegerIterator::next,KILLED,no_pitmus_match
commons-jexl3,877c9f4228bd,org.apache.commons.jexl3.internal.DescIntegerIterator,next,300,RemoveConditionalMutator_ORDER_ELSE,removed conditional - replaced comparison check with false,KILLED,no_pitmus_match
commons-jexl3,8ed8f40ade3a,org.apache.commons.jexl3.internal.DescIntegerIterator,next,300,ConditionalsBoundaryMutator,changed conditional boundary,KILLED,no_pitmus_match
commons-jexl3,ada17c007cd8,org.apache.commons.jexl3.internal.DescIntegerIterator,next,300,RemoveConditionalMutator_ORDER_IF,removed conditional - replaced comparison check with true,KILLED,no_pitmus_match
commons-jexl3,08126265563d,org.apache.commons.jexl3.parser.Parser,Literal,2796,VoidMethodCallMutator,removed call to org/apache/commons/jexl3/parser/Parser::BooleanLiteral,KILLED,no_pitmus_match
commons-jexl3,d90693f6527e,org.apache.commons.jexl3.parser.Parser,Literal,2800,VoidMethodCallMutator,removed call to org/apache/commons/jexl3/parser/Parser::JxltLiteral,KILLED,no_pitmus_match
commons-jexl3,be961e6db772,org.apache.commons.jexl3.parser.Parser,Literal,2791,VoidMethodCallMutator,removed call to org/apache/commons/jexl3/parser/Parser::FloatLiteral,KILLED,no_pitmus_match
commons-jexl3,aaa2a0fb13a6,org.apache.commons.jexl3.parser.Parser,Literal,2804,VoidMethodCallMutator,removed call to org/apache/commons/jexl3/parser/Parser::StringLiteral,KILLED,no_pitmus_match
commons-jexl3,0198bf45f9e5,org.apache.commons.jexl3.parser.Parser,Literal,2785,SwitchMutator,Changed switch default to be first case,KILLED,no_pitmus_match
commons-jexl3,bd9a9150c900,org.apache.commons.jexl3.parser.Parser,ConditionalOrExpression,1446,VoidMethodCallMutator,removed call to org/apache/commons/jexl3/parser/Parser::jjtreeOpenNodeScope,SURVIVED,no_pitmus_match
commons-jexl3,2742372f1222,org.apache.commons.jexl3.parser.Parser,ConditionalOrExpression,1449,VoidMethodCallMutator,removed call to org/apache/commons/jexl3/parser/Parser::ConditionalAndExpression,KILLED,no_pitmus_match
commons-jexl3,0716988dcf04,org.apache.commons.jexl3.parser.Parser,ConditionalOrExpression,1465,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,no_pitmus_match
commons-jexl3,7b2820884a5a,org.apache.commons.jexl3.parser.Parser,ConditionalOrExpression,1467,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,SURVIVED,no_pitmus_match
commons-jexl3,8b20c0cee900,org.apache.commons.jexl3.parser.Parser,ConditionalOrExpression,1430,SwitchMutator,Changed switch default to be first case,KILLED,no_pitmus_match
commons-jexl3,3c3de14df181,org.apache.commons.jexl3.parser.NumberParser,setReal,140,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,ambiguous_pitmus_match_2
commons-jexl3,769dafc0d921,org.apache.commons.jexl3.parser.NumberParser,setReal,140,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,SURVIVED,ambiguous_pitmus_match_2
commons-jexl3,3c3de14df181,org.apache.commons.jexl3.parser.NumberParser,setReal,140,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,ambiguous_pitmus_match_2
commons-jexl3,7e703a45ec5d,org.apache.commons.jexl3.internal.introspection.MethodKey,isVarArgs,202,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,TIMED_OUT,ambiguous_pitmus_match_2
commons-jexl3,4da8c1dd3528,org.apache.commons.jexl3.internal.introspection.MethodKey,isVarArgs,202,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,SURVIVED,ambiguous_pitmus_match_2
commons-jexl3,7e703a45ec5d,org.apache.commons.jexl3.internal.introspection.MethodKey,isVarArgs,202,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,ambiguous_pitmus_match_2
commons-jexl3,5cac698a3be0,org.apache.commons.jexl3.JexlException,detailedInfo,156,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,ambiguous_pitmus_match_2
commons-jexl3,5cac698a3be0,org.apache.commons.jexl3.JexlException,detailedInfo,156,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,ambiguous_pitmus_match_2
commons-jexl3,51e773c02c5f,org.apache.commons.jexl3.parser.Parser,jj_3R_181,4906,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,no_pitmus_match
commons-jexl3,46766cb85f74,org.apache.commons.jexl3.parser.Parser,jj_3R_181,4908,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,no_pitmus_match
commons-jexl3,b4634471aca4,org.apache.commons.jexl3.parser.Parser,jj_3R_181,4906,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,no_pitmus_match
commons-jexl3,9efc66429bf3,org.apache.commons.jexl3.parser.Parser,jj_3R_181,4911,BooleanTrueReturnValsMutator,replaced boolean return with true for org/apache/commons/jexl3/parser/Parser::jj_3R_181,KILLED,no_pitmus_match
commons-jexl3,35c59bb2e33f,org.apache.commons.jexl3.parser.Parser,jj_3R_181,4910,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,no_pitmus_match
commons-jexl3,b9fa6fc8775d,org.apache.commons.jexl3.internal.Interpreter,visit,1734,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,ambiguous_pitmus_match_2
commons-jexl3,1dbb00fa4164,org.apache.commons.jexl3.parser.Parser,JxltLiteral,2999,VoidMethodCallMutator,removed call to org/apache/commons/jexl3/parser/ASTJxltLiteral::jjtSetFirstToken,SURVIVED,no_pitmus_match
commons-jexl3,f045b60a03ac,org.apache.commons.jexl3.parser.Parser,JxltLiteral,2998,VoidMethodCallMutator,removed call to org/apache/commons/jexl3/parser/Parser::jjtreeOpenNodeScope,SURVIVED,no_pitmus_match
commons-jexl3,a6e64cd6ac00,org.apache.commons.jexl3.parser.Parser,JxltLiteral,3002,VoidMethodCallMutator,removed call to org/apache/commons/jexl3/parser/JJTParserState::closeNodeScope,KILLED,no_pitmus_match
commons-jexl3,420070fd3a78,org.apache.commons.jexl3.parser.Parser,JxltLiteral,3010,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,SURVIVED,no_pitmus_match
commons-jexl3,e8bbf896da77,org.apache.commons.jexl3.parser.Parser,JxltLiteral,3007,VoidMethodCallMutator,removed call to org/apache/commons/jexl3/parser/ASTJxltLiteral::jjtSetLastToken,SURVIVED,no_pitmus_match
commons-jexl3,8bf793fb670d,org.apache.commons.jexl3.internal.Debugger,needQuotes,630,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,no_pitmus_match
commons-jexl3,99e74b7b5e7c,org.apache.commons.jexl3.introspection.JexlSandbox,execute,243,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,ambiguous_pitmus_match_2
commons-jexl3,99e74b7b5e7c,org.apache.commons.jexl3.introspection.JexlSandbox,execute,243,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,ambiguous_pitmus_match_2
commons-jexl3,cd1744d0a409,org.apache.commons.jexl3.introspection.JexlSandbox,execute,243,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,ambiguous_pitmus_match_2
commons-jexl3,cd1744d0a409,org.apache.commons.jexl3.introspection.JexlSandbox,execute,243,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,ambiguous_pitmus_match_2
commons-jexl3,208e3836d9f1,org.apache.commons.jexl3.parser.Parser,DeclareVar,861,VoidMethodCallMutator,removed call to org/apache/commons/jexl3/parser/ASTVar::jjtSetLastToken,SURVIVED,no_pitmus_match
commons-jexl3,58fb96b394fc,org.apache.commons.jexl3.parser.Parser,DeclareVar,864,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,no_pitmus_match
commons-jexl3,963f73e2460a,org.apache.commons.jexl3.parser.Parser,DeclareVar,856,VoidMethodCallMutator,removed call to org/apache/commons/jexl3/parser/JJTParserState::closeNodeScope,KILLED,no_pitmus_match
commons-jexl3,f27b02884d0f,org.apache.commons.jexl3.parser.Parser,DeclareVar,864,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,SURVIVED,no_pitmus_match
commons-jexl3,6d90b9d9f34c,org.apache.commons.jexl3.parser.Parser,DeclareVar,862,VoidMethodCallMutator,removed call to org/apache/commons/jexl3/parser/Parser::declareVariable,KILLED,no_pitmus_match
commons-jexl3,cc371be54c08,org.apache.commons.jexl3.internal.introspection.BooleanGetExecutor,discover,39,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,ambiguous_pitmus_match_2
commons-jexl3,9b888ac07c81,org.apache.commons.jexl3.internal.introspection.BooleanGetExecutor,discover,41,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,SURVIVED,ambiguous_pitmus_match_3
commons-jexl3,83055f6d5b34,org.apache.commons.jexl3.internal.introspection.BooleanGetExecutor,discover,41,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,ambiguous_pitmus_match_3
commons-jexl3,5384f1c45ae8,org.apache.commons.jexl3.internal.introspection.BooleanGetExecutor,discover,39,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,ambiguous_pitmus_match_2
commons-jexl3,f72b7747fe7c,org.apache.commons.jexl3.parser.ParserTokenManager,jjStopStringLiteralDfa_1,1205,PrimitiveReturnsMutator,replaced int return with 0 for org/apache/commons/jexl3/parser/ParserTokenManager::jjStopStringLiteralDfa_1,KILLED,no_pitmus_match
commons-jexl3,1ba40d3d128a,org.apache.commons.jexl3.parser.ParserTokenManager,jjStopStringLiteralDfa_1,1199,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,no_pitmus_match
commons-jexl3,14e3a7c6a0c9,org.apache.commons.jexl3.parser.ParserTokenManager,jjStopStringLiteralDfa_1,1186,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,no_pitmus_match
commons-jexl3,f27d49a6ec14,org.apache.commons.jexl3.parser.ParserTokenManager,jjStopStringLiteralDfa_1,1173,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,SURVIVED,no_pitmus_match
commons-jexl3,66bb4693e1bd,org.apache.commons.jexl3.parser.ParserTokenManager,jjStopStringLiteralDfa_1,1188,MathMutator,Replaced bitwise AND with OR,SURVIVED,no_pitmus_match
commons-jexl3,753785942883,org.apache.commons.jexl3.parser.ParserTokenManager,jjMoveStringLiteralDfa0_1,1305,PrimitiveReturnsMutator,replaced int return with 0 for org/apache/commons/jexl3/parser/ParserTokenManager::jjMoveStringLiteralDfa0_1,KILLED,no_pitmus_match
commons-jexl3,a1b7ed5ce642,org.apache.commons.jexl3.parser.ParserTokenManager,jjMoveStringLiteralDfa0_1,1342,PrimitiveReturnsMutator,replaced int return with 0 for org/apache/commons/jexl3/parser/ParserTokenManager::jjMoveStringLiteralDfa0_1,KILLED,no_pitmus_match
commons-jexl3,8cc906cb4157,org.apache.commons.jexl3.parser.ParserTokenManager,jjMoveStringLiteralDfa0_1,1320,PrimitiveReturnsMutator,replaced int return with 0 for org/apache/commons/jexl3/parser/ParserTokenManager::jjMoveStringLiteralDfa0_1,KILLED,no_pitmus_match
commons-jexl3,30b94d8995c1,org.apache.commons.jexl3.parser.ParserTokenManager,jjMoveStringLiteralDfa0_1,1328,PrimitiveReturnsMutator,replaced int return with 0 for org/apache/commons/jexl3/parser/ParserTokenManager::jjMoveStringLiteralDfa0_1,KILLED,no_pitmus_match
commons-jexl3,bb5648170b67,org.apache.commons.jexl3.parser.ParserTokenManager,jjMoveStringLiteralDfa0_1,1330,PrimitiveReturnsMutator,replaced int return with 0 for org/apache/commons/jexl3/parser/ParserTokenManager::jjMoveStringLiteralDfa0_1,KILLED,no_pitmus_match
commons-jexl3,b0ab30bebe76,org.apache.commons.jexl3.parser.ParserTokenManager,jjMoveStringLiteralDfa2_1,1506,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,SURVIVED,no_pitmus_match
commons-jexl3,6b27da0f441a,org.apache.commons.jexl3.parser.ParserTokenManager,jjMoveStringLiteralDfa2_1,1496,MathMutator,Replaced bitwise AND with OR,KILLED,no_pitmus_match
commons-jexl3,f0e790d4d22a,org.apache.commons.jexl3.parser.ParserTokenManager,jjMoveStringLiteralDfa2_1,1503,SwitchMutator,Changed switch default to be first case,SURVIVED,no_pitmus_match
commons-jexl3,fdfd4577f168,org.apache.commons.jexl3.parser.ParserTokenManager,jjMoveStringLiteralDfa2_1,1517,PrimitiveReturnsMutator,replaced int return with 0 for org/apache/commons/jexl3/parser/ParserTokenManager::jjMoveStringLiteralDfa2_1,KILLED,no_pitmus_match
commons-jexl3,b080acc1ab24,org.apache.commons.jexl3.parser.ParserTokenManager,jjMoveStringLiteralDfa2_1,1532,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,SURVIVED,no_pitmus_match
commons-jexl3,0512d68eeb0c,org.apache.commons.jexl3.parser.Parser,jj_3R_175,4795,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,no_pitmus_match
commons-jexl3,6ee4a179b8f8,org.apache.commons.jexl3.parser.Parser,jj_3R_175,4799,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,no_pitmus_match
commons-jexl3,61bbd8cd6fc4,org.apache.commons.jexl3.parser.Parser,jj_3R_175,4797,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,no_pitmus_match
commons-jexl3,20c61d5ccb58,org.apache.commons.jexl3.parser.Parser,jj_3R_175,4800,BooleanTrueReturnValsMutator,replaced boolean return with true for org/apache/commons/jexl3/parser/Parser::jj_3R_175,KILLED,no_pitmus_match
commons-jexl3,d18309f258b0,org.apache.commons.jexl3.parser.Parser,jj_3R_175,4797,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,no_pitmus_match
commons-jexl3,2386fbb75f3e,org.apache.commons.jexl3.parser.Parser,ExclusiveOrExpression,1593,VoidMethodCallMutator,removed call to org/apache/commons/jexl3/parser/JJTParserState::openNodeScope,KILLED,no_pitmus_match
commons-jexl3,2fffb19788d8,org.apache.commons.jexl3.parser.Parser,ExclusiveOrExpression,1613,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,no_pitmus_match
commons-jexl3,1b1020d71d9b,org.apache.commons.jexl3.parser.Parser,ExclusiveOrExpression,1580,VoidMethodCallMutator,removed call to org/apache/commons/jexl3/parser/Parser::AndExpression,KILLED,no_pitmus_match
commons-jexl3,d061f718fb9b,org.apache.commons.jexl3.parser.Parser,ExclusiveOrExpression,1615,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,SURVIVED,no_pitmus_match
commons-jexl3,9af9bc593ae0,org.apache.commons.jexl3.parser.Parser,ExclusiveOrExpression,1595,VoidMethodCallMutator,removed call to org/apache/commons/jexl3/parser/ASTBitwiseXorNode::jjtSetFirstToken,SURVIVED,no_pitmus_match
commons-jexl3,145645bdf7e4,org.apache.commons.jexl3.internal.LexicalFrame,defineSymbol,87,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,ambiguous_pitmus_match_2
commons-jexl3,e3e25ebe3049,org.apache.commons.jexl3.internal.LexicalFrame,defineSymbol,87,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,ambiguous_pitmus_match_2
commons-jexl3,2f32561a82fa,org.apache.commons.jexl3.parser.Parser,FunctionCall,3377,VoidMethodCallMutator,removed call to org/apache/commons/jexl3/parser/ASTFunctionNode::jjtSetLastToken,SURVIVED,no_pitmus_match
commons-jexl3,a303fbded360,org.apache.commons.jexl3.parser.Parser,FunctionCall,3352,VoidMethodCallMutator,removed call to org/apache/commons/jexl3/parser/JJTParserState::openNodeScope,KILLED,no_pitmus_match
commons-jexl3,a1aeb86bd2f7,org.apache.commons.jexl3.parser.Parser,FunctionCall,3372,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,no_pitmus_match
commons-jexl3,f9d4a70b0c3a,org.apache.commons.jexl3.parser.Parser,FunctionCall,3354,VoidMethodCallMutator,removed call to org/apache/commons/jexl3/parser/ASTFunctionNode::jjtSetFirstToken,SURVIVED,no_pitmus_match
commons-jexl3,3e515682ed5f,org.apache.commons.jexl3.parser.Parser,FunctionCall,3409,VoidMethodCallMutator,removed call to org/apache/commons/jexl3/parser/ASTFunctionNode::jjtSetLastToken,SURVIVED,no_pitmus_match
commons-jexl3,d3355397be8d,org.apache.commons.jexl3.parser.Parser,BooleanLiteral,2875,VoidMethodCallMutator,removed call to org/apache/commons/jexl3/parser/JJTParserState::openNodeScope,KILLED,no_pitmus_match
commons-jexl3,b8382160cfd6,org.apache.commons.jexl3.parser.Parser,BooleanLiteral,2896,VoidMethodCallMutator,removed call to org/apache/commons/jexl3/parser/ASTFalseNode::jjtSetFirstToken,SURVIVED,no_pitmus_match
