project,mutant_id,class,method,line,mutator,description,pit_status,reason
commons-jexl3,8b4fb2290524,org.apache.commons.jexl3.parser.ParserTokenManager,jjMoveStringLiteralDfa1_2,2361,MathMutator,Replaced bitwise AND with OR,KILLED,no_pitmus_match
commons-jexl3,4e07f9354bb4,org.apache.commons.jexl3.parser.ParserTokenManager,jjMoveStringLiteralDfa1_2,2361,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,SURVIVED,no_pitmus_match
commons-jexl3,ba308cd18aff,org.apache.commons.jexl3.parser.ParserTokenManager,jjMoveStringLiteralDfa1_2,2282,SwitchMutator,Changed switch default to be first case,KILLED,no_pitmus_match
commons-jexl3,035c3c28a9fa,org.apache.commons.jexl3.parser.Parser,jj_3R_118,5964,BooleanTrueReturnValsMutator,replaced boolean return with true for org/apache/commons/jexl3/parser/Parser::jj_3R_118,KILLED,no_pitmus_match
commons-jexl3,b7de0fbf8bbf,org.apache.commons.jexl3.parser.Parser,jj_3R_118,5960,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,TIMED_OUT,no_pitmus_match
commons-jexl3,55890acf622f,org.apache.commons.jexl3.parser.Parser,jj_3R_118,5960,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,no_pitmus_match
commons-jexl3,fd5ecc95e2fe,org.apache.commons.jexl3.parser.Parser,jj_3R_118,5962,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,TIMED_OUT,no_pitmus_match
commons-jexl3,c5886fdf1912,org.apache.commons.jexl3.parser.Parser,jj_3R_118,5962,BooleanFalseReturnValsMutator,replaced boolean return with false for org/apache/commons/jexl3/parser/Parser::jj_3R_118,TIMED_OUT,no_pitmus_match
commons-jexl3,19bf8f2cb372,org.apache.commons.jexl3.JexlArithmetic,startsWith,1141,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,ambiguous_pitmus_match_2
commons-jexl3,63347d02cd40,org.apache.commons.jexl3.JexlArithmetic,startsWith,1141,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,SURVIVED,ambiguous_pitmus_match_2
commons-jexl3,1b3e18f5b13a,org.apache.commons.jexl3.internal.DescLongIterator,next,304,RemoveConditionalMutator_ORDER_IF,removed conditional - replaced comparison check with true,KILLED,no_pitmus_match
commons-jexl3,2916296d501e,org.apache.commons.jexl3.internal.DescLongIterator,next,304,RemoveConditionalMutator_ORDER_ELSE,removed conditional - replaced comparison check with false,KILLED,no_pitmus_match
commons-jexl3,7214695dd31d,org.apache.commons.jexl3.internal.DescLongIterator,next,304,ConditionalsBoundaryMutator,changed conditional boundary,KILLED,no_pitmus_match
