project,mutant_id,class,method,line,mutator,description,pit_status,reason
commons-dbutils,7b0f666dd46e,org.apache.commons.dbutils.BeanProcessor,populateBean,270,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,SURVIVED,ambiguous_pitmus_match_2
commons-dbutils,eaf94cfc13d5,org.apache.commons.dbutils.BeanProcessor,populateBean,270,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,ambiguous_pitmus_match_2
commons-dbutils,8c7cc017ab61,org.apache.commons.dbutils.BeanProcessor,processColumn,519,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,SURVIVED,ambiguous_pitmus_match_2
commons-dbutils,2fd501fd57bd,org.apache.commons.dbutils.BeanProcessor,processColumn,519,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,ambiguous_pitmus_match_2
commons-dbutils,944a92f128a8,org.apache.commons.dbutils.GenerousBeanProcessor,mapColumnsToProperties,52,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,SURVIVED,ambiguous_pitmus_match_2
commons-dbutils,2de8281f767e,org.apache.commons.dbutils.QueryRunner,query,399,VoidMethodCallMutator,removed call to org/apache/commons/dbutils/QueryRunner::close,KILLED,ambiguous_pitmus_match_6
commons-dbutils,2e565daff35b,org.apache.commons.dbutils.QueryRunner,query,397,VoidMethodCallMutator,removed call to org/apache/commons/dbutils/QueryRunner::close,SURVIVED,ambiguous_pitmus_match_6
commons-dbutils,13b9b86fdb1c,org.apache.commons.dbutils.handlers.columns.BooleanColumnHandler,match,27,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,ambiguous_pitmus_match_2
commons-dbutils,13b9b86fdb1c,org.apache.commons.dbutils.handlers.columns.BooleanColumnHandler,match,27,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,ambiguous_pitmus_match_2
commons-dbutils,ef988a3f0e1b,org.apache.commons.dbutils.handlers.columns.BooleanColumnHandler,match,27,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,ambiguous_pitmus_match_2
commons-dbutils,ef988a3f0e1b,org.apache.commons.dbutils.handlers.columns.BooleanColumnHandler,match,27,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,ambiguous_pitmus_match_2
commons-dbutils,840c9948ae84,org.apache.commons.dbutils.handlers.columns.ByteColumnHandler,match,27,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,ambiguous_pitmus_match_2
commons-dbutils,840c9948ae84,org.apache.commons.dbutils.handlers.columns.ByteColumnHandler,match,27,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,ambiguous_pitmus_match_2
commons-dbutils,b19bb36d4aa4,org.apache.commons.dbutils.handlers.columns.ByteColumnHandler,match,27,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,ambiguous_pitmus_match_2
commons-dbutils,b19bb36d4aa4,org.apache.commons.dbutils.handlers.columns.ByteColumnHandler,match,27,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,ambiguous_pitmus_match_2
commons-dbutils,71c8448645eb,org.apache.commons.dbutils.handlers.columns.DoubleColumnHandler,match,27,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,ambiguous_pitmus_match_2
commons-dbutils,71c8448645eb,org.apache.commons.dbutils.handlers.columns.DoubleColumnHandler,match,27,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,ambiguous_pitmus_match_2
commons-dbutils,9c5e19e1fcc9,org.apache.commons.dbutils.handlers.columns.DoubleColumnHandler,match,27,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,ambiguous_pitmus_match_2
commons-dbutils,9c5e19e1fcc9,org.apache.commons.dbutils.handlers.columns.DoubleColumnHandler,match,27,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,ambiguous_pitmus_match_2
commons-dbutils,20df99ac3fdf,org.apache.commons.dbutils.handlers.columns.FloatColumnHandler,match,27,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,ambiguous_pitmus_match_2
commons-dbutils,20df99ac3fdf,org.apache.commons.dbutils.handlers.columns.FloatColumnHandler,match,27,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,ambiguous_pitmus_match_2
commons-dbutils,ed6662317503,org.apache.commons.dbutils.handlers.columns.FloatColumnHandler,match,27,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,ambiguous_pitmus_match_2
commons-dbutils,ed6662317503,org.apache.commons.dbutils.handlers.columns.FloatColumnHandler,match,27,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,ambiguous_pitmus_match_2
commons-dbutils,413663b8af3c,org.apache.commons.dbutils.handlers.columns.IntegerColumnHandler,match,27,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,ambiguous_pitmus_match_2
commons-dbutils,413663b8af3c,org.apache.commons.dbutils.handlers.columns.IntegerColumnHandler,match,27,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,ambiguous_pitmus_match_2
commons-dbutils,f455b5eee3c9,org.apache.commons.dbutils.handlers.columns.IntegerColumnHandler,match,27,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,ambiguous_pitmus_match_2
commons-dbutils,f455b5eee3c9,org.apache.commons.dbutils.handlers.columns.IntegerColumnHandler,match,27,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,ambiguous_pitmus_match_2
commons-dbutils,2f59f694054a,org.apache.commons.dbutils.handlers.columns.LongColumnHandler,match,27,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,ambiguous_pitmus_match_2
commons-dbutils,2f59f694054a,org.apache.commons.dbutils.handlers.columns.LongColumnHandler,match,27,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,ambiguous_pitmus_match_2
commons-dbutils,a4f3dc937845,org.apache.commons.dbutils.handlers.columns.LongColumnHandler,match,27,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,ambiguous_pitmus_match_2
commons-dbutils,a4f3dc937845,org.apache.commons.dbutils.handlers.columns.LongColumnHandler,match,27,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,ambiguous_pitmus_match_2
commons-dbutils,7f5b76708000,org.apache.commons.dbutils.handlers.columns.ShortColumnHandler,match,27,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,ambiguous_pitmus_match_2
commons-dbutils,7f5b76708000,org.apache.commons.dbutils.handlers.columns.ShortColumnHandler,match,27,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,ambiguous_pitmus_match_2
commons-dbutils,98cc92b4080b,org.apache.commons.dbutils.handlers.columns.ShortColumnHandler,match,27,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,ambiguous_pitmus_match_2
commons-dbutils,98cc92b4080b,org.apache.commons.dbutils.handlers.columns.ShortColumnHandler,match,27,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,ambiguous_pitmus_match_2
commons-dbutils,5f4bab217e5e,org.apache.commons.dbutils.handlers.properties.StringEnumPropertyHandler,match,24,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,ambiguous_pitmus_match_2
commons-dbutils,5f4bab217e5e,org.apache.commons.dbutils.handlers.properties.StringEnumPropertyHandler,match,24,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,ambiguous_pitmus_match_2
commons-dbutils,8f8769a80e57,org.apache.commons.dbutils.handlers.properties.StringEnumPropertyHandler,match,24,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,ambiguous_pitmus_match_2
commons-dbutils,8f8769a80e57,org.apache.commons.dbutils.handlers.properties.StringEnumPropertyHandler,match,24,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,ambiguous_pitmus_match_2
commons-dbutils,01e901e8239b,org.apache.commons.dbutils.wrappers.SqlNullCheckedResultSet,invoke,391,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,ambiguous_pitmus_match_2
commons-dbutils,01e901e8239b,org.apache.commons.dbutils.wrappers.SqlNullCheckedResultSet,invoke,391,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,ambiguous_pitmus_match_2
commons-dbutils,8f5910021a74,org.apache.commons.dbutils.wrappers.SqlNullCheckedResultSet,invoke,391,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,ambiguous_pitmus_match_2
commons-dbutils,8f5910021a74,org.apache.commons.dbutils.wrappers.SqlNullCheckedResultSet,invoke,391,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,ambiguous_pitmus_match_2
