project,mutant_id,class,method,line,mutator,description,pit_status,pit_label,pitmus_status,agreement,detail,time_seconds
commons-dbutils,348e9b180ac9,org.apache.commons.dbutils.BeanProcessor,toBeanList,193,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,KILLED,KILLED,agreed,test_failure,2.93
commons-dbutils,87aebbc936f0,org.apache.commons.dbutils.BeanProcessor,toBeanList,193,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,test_failure,2.86
commons-dbutils,847c7341d576,org.apache.commons.dbutils.GenerousBeanProcessor,mapColumnsToProperties,58,RemoveConditionalMutator_ORDER_IF,removed conditional - replaced comparison check with true,KILLED,KILLED,KILLED,agreed,test_failure,2.91
commons-dbutils,f7a633f2f37f,org.apache.commons.dbutils.GenerousBeanProcessor,mapColumnsToProperties,63,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,test_failure,2.89
commons-dbutils,16541e316e00,org.apache.commons.dbutils.GenerousBeanProcessor,mapColumnsToProperties,49,RemoveConditionalMutator_ORDER_IF,removed conditional - replaced comparison check with true,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.86
commons-dbutils,def4a171389d,org.apache.commons.dbutils.GenerousBeanProcessor,mapColumnsToProperties,49,ConditionalsBoundaryMutator,changed conditional boundary,KILLED,KILLED,KILLED,agreed,test_failure,3.20
commons-dbutils,5c5566dd0a12,org.apache.commons.dbutils.QueryLoader,loadQueries,134,EmptyObjectReturnValsMutator,replaced return value with Collections.emptyMap for org/apache/commons/dbutils/QueryLoader::loadQueries,SURVIVED,SURVIVED,KILLED,disagreed,non_zero_rc_1,1.71
commons-dbutils,fbe756b3e27f,org.apache.commons.dbutils.QueryLoader,loadQueries,127,VoidMethodCallMutator,removed call to java/io/InputStream::close,KILLED,KILLED,SURVIVED,disagreed,ok,2.91
commons-dbutils,7033ca26f4b2,org.apache.commons.dbutils.QueryLoader,loadQueries,115,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,2.13
commons-dbutils,a77f38d81d23,org.apache.commons.dbutils.QueryLoader,loadQueries,115,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,KILLED,KILLED,agreed,test_failure,2.92
commons-dbutils,f5f97508cf39,org.apache.commons.dbutils.QueryLoader,loadQueries,121,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,SURVIVED,SURVIVED,SURVIVED,agreed,ok,2.78
commons-dbutils,54c5be09bee3,org.apache.commons.dbutils.QueryRunner,batch,178,VoidMethodCallMutator,removed call to org/apache/commons/dbutils/QueryRunner::close,SURVIVED,SURVIVED,SURVIVED,agreed,ok,2.90
commons-dbutils,2e09caa01727,org.apache.commons.dbutils.QueryRunner,batch,190,VoidMethodCallMutator,removed call to java/sql/PreparedStatement::addBatch,KILLED,KILLED,KILLED,agreed,test_failure,3.07
commons-dbutils,8428940fd2be,org.apache.commons.dbutils.QueryRunner,batch,176,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,test_failure,3.14
commons-dbutils,6cad0767088f,org.apache.commons.dbutils.QueryRunner,batch,177,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,SURVIVED,SURVIVED,SURVIVED,agreed,ok,2.82
commons-dbutils,c6dca678dc44,org.apache.commons.dbutils.QueryRunner,batch,171,VoidMethodCallMutator,removed call to org/apache/commons/dbutils/QueryRunner::close,SURVIVED,SURVIVED,SURVIVED,agreed,ok,2.94
commons-dbutils,e90e402c8faf,org.apache.commons.dbutils.QueryRunner,execute,961,VoidMethodCallMutator,removed call to org/apache/commons/dbutils/QueryRunner::close,KILLED,KILLED,KILLED,agreed,test_failure,2.95
commons-dbutils,7c9757b7e402,org.apache.commons.dbutils.QueryRunner,execute,926,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,test_failure,3.07
commons-dbutils,4153369eeabf,org.apache.commons.dbutils.QueryRunner,execute,960,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,test_failure,3.03
commons-dbutils,53837d2e56a0,org.apache.commons.dbutils.QueryRunner,execute,915,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,2.06
commons-dbutils,ee3e4b2b9b60,org.apache.commons.dbutils.QueryRunner,execute,926,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,SURVIVED,SURVIVED,SURVIVED,agreed,ok,3.07
commons-dbutils,5778567e67c1,org.apache.commons.dbutils.QueryRunner,execute,884,VoidMethodCallMutator,removed call to org/apache/commons/dbutils/QueryRunner::fillStatement,KILLED,KILLED,KILLED,agreed,test_failure,3.15
commons-dbutils,b89a6bb5166d,org.apache.commons.dbutils.QueryRunner,execute,868,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,test_failure,3.03
commons-dbutils,b4e50515cd93,org.apache.commons.dbutils.QueryRunner,execute,894,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,KILLED,KILLED,agreed,test_failure,3.26
commons-dbutils,d0059e48220f,org.apache.commons.dbutils.QueryRunner,execute,894,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,test_failure,2.99
commons-dbutils,0cf238a3dfe5,org.apache.commons.dbutils.QueryRunner,execute,873,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,SURVIVED,SURVIVED,agreed,ok,3.04
commons-dbutils,dbf9a72d4af5,org.apache.commons.dbutils.QueryRunner,insert,626,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,SURVIVED,SURVIVED,KILLED,disagreed,test_failure,2.93
commons-dbutils,ddb854a3745c,org.apache.commons.dbutils.QueryRunner,insert,633,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,SURVIVED,SURVIVED,SURVIVED,agreed,ok,2.99
commons-dbutils,5f41a457347e,org.apache.commons.dbutils.QueryRunner,insert,653,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,SURVIVED,KILLED,disagreed,test_failure,3.01
commons-dbutils,d83dcd196f5d,org.apache.commons.dbutils.QueryRunner,insert,622,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,test_failure,2.85
commons-dbutils,720db815fd92,org.apache.commons.dbutils.QueryRunner,insert,653,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,KILLED,KILLED,agreed,test_failure,2.97
commons-dbutils,3375ebc784be,org.apache.commons.dbutils.QueryRunner,insertBatch,732,ConditionalsBoundaryMutator,changed conditional boundary,KILLED,KILLED,KILLED,agreed,test_failure,2.95
commons-dbutils,50af14315d39,org.apache.commons.dbutils.QueryRunner,insertBatch,709,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,test_failure,3.00
commons-dbutils,3d512b3bb607,org.apache.commons.dbutils.QueryRunner,insertBatch,734,VoidMethodCallMutator,removed call to java/sql/PreparedStatement::addBatch,KILLED,KILLED,KILLED,agreed,test_failure,3.00
commons-dbutils,2604129d04af,org.apache.commons.dbutils.QueryRunner,insertBatch,743,VoidMethodCallMutator,removed call to org/apache/commons/dbutils/QueryRunner::close,KILLED,KILLED,KILLED,agreed,test_failure,2.92
commons-dbutils,b2117e087500,org.apache.commons.dbutils.QueryRunner,insertBatch,732,RemoveConditionalMutator_ORDER_IF,removed conditional - replaced comparison check with true,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.65
commons-dbutils,f38e2bc73b68,org.apache.commons.dbutils.QueryRunner,query,374,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,SURVIVED,SURVIVED,SURVIVED,agreed,ok,3.13
commons-dbutils,d5062d9f5ef0,org.apache.commons.dbutils.QueryRunner,query,367,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,SURVIVED,SURVIVED,agreed,ok,3.15
commons-dbutils,eacb9ee05e7e,org.apache.commons.dbutils.QueryRunner,query,404,NullReturnValsMutator,replaced return value with null for org/apache/commons/dbutils/QueryRunner::query,SURVIVED,SURVIVED,SURVIVED,agreed,ok,3.05
commons-dbutils,0f0467b41f42,org.apache.commons.dbutils.QueryRunner,retrieveOutParameters,980,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,KILLED,KILLED,agreed,test_failure,3.04
commons-dbutils,536419bd1c4e,org.apache.commons.dbutils.QueryRunner,retrieveOutParameters,978,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,KILLED,KILLED,agreed,test_failure,2.98
commons-dbutils,a5b1609f4ead,org.apache.commons.dbutils.QueryRunner,retrieveOutParameters,981,MathMutator,Replaced integer addition with subtraction,KILLED,KILLED,KILLED,agreed,test_failure,3.03
commons-dbutils,ec757f1fcd39,org.apache.commons.dbutils.QueryRunner,retrieveOutParameters,979,RemoveConditionalMutator_ORDER_ELSE,removed conditional - replaced comparison check with false,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.70
commons-dbutils,459d5acefa53,org.apache.commons.dbutils.QueryRunner,retrieveOutParameters,980,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,test_failure,3.23
commons-dbutils,6b257496398d,org.apache.commons.dbutils.QueryRunner,update,515,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,SURVIVED,SURVIVED,KILLED,disagreed,test_failure,2.91
commons-dbutils,4d2e512eeb17,org.apache.commons.dbutils.QueryRunner,update,540,PrimitiveReturnsMutator,replaced int return with 0 for org/apache/commons/dbutils/QueryRunner::update,SURVIVED,SURVIVED,SURVIVED,agreed,ok,3.03
commons-dbutils,1beb5180ef8c,org.apache.commons.dbutils.QueryRunner,update,515,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,test_failure,2.91
commons-dbutils,47525a43dcd3,org.apache.commons.dbutils.QueryRunner,update,511,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,test_failure,2.86
commons-dbutils,aeb9a7aec515,org.apache.commons.dbutils.QueryRunner,update,511,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,KILLED,KILLED,agreed,test_failure,3.14
commons-dbutils,d0264e7efa74,org.apache.commons.dbutils.handlers.ScalarHandler,handle,102,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,KILLED,KILLED,agreed,test_failure,3.21
commons-dbutils,7cd09e2f3b41,org.apache.commons.dbutils.handlers.ScalarHandler,handle,102,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,test_failure,2.98
commons-dbutils,6a1f63262576,org.apache.commons.dbutils.handlers.ScalarHandler,handle,104,NullReturnValsMutator,replaced return value with null for org/apache/commons/dbutils/handlers/ScalarHandler::handle,KILLED,KILLED,KILLED,agreed,test_failure,2.98
commons-dbutils,a5d3ee38563b,org.apache.commons.dbutils.handlers.ScalarHandler,handle,103,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,KILLED,KILLED,agreed,test_failure,2.98
commons-dbutils,8042b1deb664,org.apache.commons.dbutils.handlers.ScalarHandler,handle,103,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,test_failure,2.81
commons-dbutils,adc453677aa0,org.apache.commons.dbutils.handlers.columns.BooleanColumnHandler,match,27,BooleanTrueReturnValsMutator,replaced boolean return with true for org/apache/commons/dbutils/handlers/columns/BooleanColumnHandler::match,KILLED,KILLED,KILLED,agreed,test_failure,2.51
commons-dbutils,1df07a4c0e98,org.apache.commons.dbutils.handlers.columns.ByteColumnHandler,match,27,BooleanTrueReturnValsMutator,replaced boolean return with true for org/apache/commons/dbutils/handlers/columns/ByteColumnHandler::match,KILLED,KILLED,KILLED,agreed,test_failure,2.53
commons-dbutils,41874390f17c,org.apache.commons.dbutils.handlers.columns.DoubleColumnHandler,match,27,BooleanTrueReturnValsMutator,replaced boolean return with true for org/apache/commons/dbutils/handlers/columns/DoubleColumnHandler::match,KILLED,KILLED,KILLED,agreed,test_failure,2.59
commons-dbutils,8c6f5e4b3f9e,org.apache.commons.dbutils.handlers.columns.FloatColumnHandler,match,27,BooleanTrueReturnValsMutator,replaced boolean return with true for org/apache/commons/dbutils/handlers/columns/FloatColumnHandler::match,KILLED,KILLED,KILLED,agreed,test_failure,2.66
commons-dbutils,03fd95affccf,org.apache.commons.dbutils.handlers.columns.IntegerColumnHandler,match,27,BooleanTrueReturnValsMutator,replaced boolean return with true for org/apache/commons/dbutils/handlers/columns/IntegerColumnHandler::match,KILLED,KILLED,KILLED,agreed,test_failure,2.66
commons-dbutils,56bde41b715e,org.apache.commons.dbutils.handlers.columns.LongColumnHandler,match,27,BooleanTrueReturnValsMutator,replaced boolean return with true for org/apache/commons/dbutils/handlers/columns/LongColumnHandler::match,KILLED,KILLED,KILLED,agreed,test_failure,2.54
commons-dbutils,5708770143cc,org.apache.commons.dbutils.handlers.columns.ShortColumnHandler,match,27,BooleanTrueReturnValsMutator,replaced boolean return with true for org/apache/commons/dbutils/handlers/columns/ShortColumnHandler::match,KILLED,KILLED,KILLED,agreed,test_failure,2.52
commons-dbutils,c9d2c473a65d,org.apache.commons.dbutils.handlers.properties.DatePropertyHandler,apply,45,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,KILLED,KILLED,agreed,test_failure,2.46
commons-dbutils,ae1a6d71ba45,org.apache.commons.dbutils.handlers.properties.DatePropertyHandler,apply,45,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,test_failure,2.41
commons-dbutils,4afd458995c3,org.apache.commons.dbutils.handlers.properties.DatePropertyHandler,apply,58,NullReturnValsMutator,replaced return value with null for org/apache/commons/dbutils/handlers/properties/DatePropertyHandler::apply,KILLED,KILLED,KILLED,agreed,test_failure,2.43
commons-dbutils,1fa1937d032f,org.apache.commons.dbutils.handlers.properties.DatePropertyHandler,apply,48,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,KILLED,KILLED,agreed,test_failure,2.44
commons-dbutils,3199f636fcd8,org.apache.commons.dbutils.handlers.properties.DatePropertyHandler,apply,51,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,SURVIVED,SURVIVED,SURVIVED,agreed,ok,2.63
