project,mutant_id,class,method,line,mutator,description,pit_status,pit_label,pitmus_status,agreement,detail,time_seconds
jsoup,a2b6b567e6a2,org.jsoup.nodes.Element$1,head,1315,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.49
jsoup,9bf528e6a028,org.jsoup.nodes.Element$1,head,1314,ConditionalsBoundaryMutator,changed conditional boundary,SURVIVED,SURVIVED,KILLED,disagreed,non_zero_rc_1,1.55
jsoup,2b742ad06a96,org.jsoup.nodes.Element$1,head,1312,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.55
jsoup,e878ee3e7f3a,org.jsoup.nodes.Element$1,head,1314,RemoveConditionalMutator_ORDER_ELSE,removed conditional - replaced comparison check with false,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.52
jsoup,72098d28a62d,org.jsoup.nodes.Comment,asXmlDeclaration,94,NullReturnValsMutator,replaced return value with null for org/jsoup/nodes/Comment::asXmlDeclaration,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.53
jsoup,9478dbbc5ff1,org.jsoup.nodes.Comment,asXmlDeclaration,89,ConditionalsBoundaryMutator,changed conditional boundary,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.41
jsoup,0bb4f16726e3,org.jsoup.nodes.Comment,asXmlDeclaration,89,RemoveConditionalMutator_ORDER_ELSE,removed conditional - replaced comparison check with false,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.42
jsoup,73f963fe9179,org.jsoup.nodes.Comment,asXmlDeclaration,92,VoidMethodCallMutator,removed call to org/jsoup/nodes/Attributes::addAll,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.43
jsoup,0a74c69fec09,org.jsoup.nodes.Comment,asXmlDeclaration,89,RemoveConditionalMutator_ORDER_IF,removed conditional - replaced comparison check with true,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.40
jsoup,3ff2117b3a1b,org.jsoup.select.QueryParser,byTag,250,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.51
jsoup,7aed55b053ad,org.jsoup.select.QueryParser,byTag,258,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.50
jsoup,9ddf6700e8a9,org.jsoup.select.QueryParser,byTag,250,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.50
jsoup,c4dfa3212957,org.jsoup.select.QueryParser,byTag,258,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,SURVIVED,KILLED,disagreed,non_zero_rc_1,1.57
jsoup,d7dc3400c7b0,org.jsoup.select.QueryParser,byTag,247,VoidMethodCallMutator,removed call to org/jsoup/helper/Validate::notEmpty,SURVIVED,SURVIVED,KILLED,disagreed,non_zero_rc_1,1.50
jsoup,1f82d5973892,org.jsoup.nodes.Attribute,setValue,106,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.45
jsoup,4dcdef15eec2,org.jsoup.nodes.Attribute,setValue,104,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.51
jsoup,8927065c09b0,org.jsoup.nodes.Attribute,setValue,112,EmptyObjectReturnValsMutator,"replaced return value with """" for org/jsoup/nodes/Attribute::setValue",KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.44
jsoup,97becafbb34b,org.jsoup.nodes.Attribute,setValue,104,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.43
jsoup,b048eb5b33bd,org.jsoup.nodes.Attribute,setValue,106,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,SURVIVED,KILLED,disagreed,non_zero_rc_1,1.63
jsoup,dc68af37a425,org.jsoup.safety.Safelist,removeEnforcedAttribute,393,NullReturnValsMutator,replaced return value with null for org/jsoup/safety/Safelist::removeEnforcedAttribute,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.49
jsoup,5332e103acce,org.jsoup.safety.Safelist,removeEnforcedAttribute,381,VoidMethodCallMutator,removed call to org/jsoup/helper/Validate::notEmpty,SURVIVED,SURVIVED,KILLED,disagreed,non_zero_rc_1,1.41
jsoup,5617f749decf,org.jsoup.select.StructuralEvaluator$ImmediateParent,matches,98,BooleanTrueReturnValsMutator,replaced boolean return with true for org/jsoup/select/StructuralEvaluator$ImmediateParent::matches,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.49
jsoup,ff7cc1f58690,org.jsoup.select.StructuralEvaluator$ImmediateParent,matches,97,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.35
jsoup,3cce2650a1cd,org.jsoup.select.StructuralEvaluator$ImmediateParent,matches,97,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,SURVIVED,SURVIVED,KILLED,disagreed,non_zero_rc_1,1.35
jsoup,15ef096c00b0,org.jsoup.parser.TokeniserState,readCharRef,1703,VoidMethodCallMutator,removed call to org/jsoup/parser/Tokeniser::emit,TIMED_OUT,KILLED,KILLED,agreed,non_zero_rc_1,1.50
jsoup,45fae3ceb252,org.jsoup.parser.TokeniserState,readCharRef,1700,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.54
jsoup,7e46e61e6408,org.jsoup.parser.TokeniserState,readCharRef,1704,VoidMethodCallMutator,removed call to org/jsoup/parser/Tokeniser::transition,TIMED_OUT,KILLED,KILLED,agreed,non_zero_rc_1,1.54
jsoup,dd5655bf604a,org.jsoup.parser.TokeniserState,readCharRef,1700,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,TIMED_OUT,KILLED,KILLED,agreed,non_zero_rc_1,1.50
jsoup,ec0cdb2451fe,org.jsoup.parser.TokeniserState,readCharRef,1701,VoidMethodCallMutator,removed call to org/jsoup/parser/Tokeniser::emit,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,0.70
jsoup,655af2bab4fd,org.jsoup.internal.StringUtil,isWhitespace,197,BooleanTrueReturnValsMutator,replaced boolean return with true for org/jsoup/internal/StringUtil::isWhitespace,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.62
jsoup,2d106a405ff0,org.jsoup.parser.TokeniserState$40,read,831,VoidMethodCallMutator,removed call to org/jsoup/parser/Tokeniser::emitTagPending,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.58
jsoup,c2bf113adeda,org.jsoup.parser.TokeniserState$40,read,828,VoidMethodCallMutator,removed call to org/jsoup/parser/Token$Tag::appendAttributeValue,SURVIVED,SURVIVED,KILLED,disagreed,non_zero_rc_1,1.48
jsoup,057e3a97b36b,org.jsoup.parser.TokeniserState$40,read,835,VoidMethodCallMutator,removed call to org/jsoup/parser/Tokeniser::error,SURVIVED,SURVIVED,KILLED,disagreed,non_zero_rc_1,1.54
jsoup,807f764f18c2,org.jsoup.parser.TokeniserState$40,read,825,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.52
jsoup,b536cc4702c5,org.jsoup.parser.TokeniserState$40,read,851,VoidMethodCallMutator,removed call to org/jsoup/parser/Token$Tag::appendAttributeValue,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.54
jsoup,8b9abd4362b1,org.jsoup.parser.HtmlTreeBuilder,resetInsertionMode,487,MathMutator,Replaced integer subtraction with addition,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.62
jsoup,f478ba5f274c,org.jsoup.parser.HtmlTreeBuilder,resetInsertionMode,488,MathMutator,Replaced integer subtraction with addition,SURVIVED,SURVIVED,KILLED,disagreed,non_zero_rc_1,1.47
jsoup,672facb5ab5e,org.jsoup.parser.HtmlTreeBuilder,resetInsertionMode,538,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.45
jsoup,35ec6a3f447a,org.jsoup.parser.HtmlTreeBuilder,resetInsertionMode,497,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.49
jsoup,a67b110de7df,org.jsoup.parser.HtmlTreeBuilder,resetInsertionMode,521,VoidMethodCallMutator,removed call to org/jsoup/parser/HtmlTreeBuilder::transition,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.49
jsoup,e55055c9d0c5,org.jsoup.helper.HttpConnection$Response,createConnection,1031,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.55
jsoup,ad4cdfa093a4,org.jsoup.helper.HttpConnection$Response,createConnection,1019,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.55
jsoup,b3e59d23eead,org.jsoup.helper.HttpConnection$Response,createConnection,1033,VoidMethodCallMutator,removed call to org/jsoup/helper/CookieUtil::applyCookiesToRequest,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.50
jsoup,57b52267ddc4,org.jsoup.helper.HttpConnection$Response,createConnection,1024,VoidMethodCallMutator,removed call to java/net/HttpURLConnection::setRequestMethod,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.47
jsoup,49e58e4d38b1,org.jsoup.helper.HttpConnection$Response,body,986,VoidMethodCallMutator,removed call to org/jsoup/helper/HttpConnection$Response::prepareByteData,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.49
jsoup,5b28412f0880,org.jsoup.helper.HttpConnection$Response,body,989,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.50
jsoup,7c2df7d77d6b,org.jsoup.helper.HttpConnection$Response,body,989,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,SURVIVED,KILLED,disagreed,non_zero_rc_1,1.61
jsoup,a6cc57c0dc4e,org.jsoup.helper.HttpConnection$Response,body,992,EmptyObjectReturnValsMutator,"replaced return value with """" for org/jsoup/helper/HttpConnection$Response::body",KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.53
jsoup,e56dca74af24,org.jsoup.helper.HttpConnection$Response,body,987,VoidMethodCallMutator,removed call to org/jsoup/helper/Validate::notNull,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.54
jsoup,2081961558e6,org.jsoup.internal.StringUtil,releaseBuilder,377,RemoveConditionalMutator_ORDER_IF,removed conditional - replaced comparison check with true,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,0.90
jsoup,d592db2d16d1,org.jsoup.internal.StringUtil,releaseBuilder,366,VoidMethodCallMutator,removed call to org/jsoup/helper/Validate::notNull,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.48
jsoup,1a412449d4ea,org.jsoup.internal.StringUtil,releaseBuilder,377,RemoveConditionalMutator_ORDER_ELSE,removed conditional - replaced comparison check with false,SURVIVED,SURVIVED,KILLED,disagreed,non_zero_rc_1,0.80
jsoup,852cf7813eb8,org.jsoup.internal.StringUtil,releaseBuilder,369,RemoveConditionalMutator_ORDER_ELSE,removed conditional - replaced comparison check with false,SURVIVED,SURVIVED,KILLED,disagreed,non_zero_rc_1,1.47
jsoup,0502b3a822a6,org.jsoup.internal.StringUtil,releaseBuilder,369,RemoveConditionalMutator_ORDER_IF,removed conditional - replaced comparison check with true,SURVIVED,SURVIVED,KILLED,disagreed,non_zero_rc_1,1.51
jsoup,ca2ee1e32a45,org.jsoup.nodes.Element,siblingElements,875,MathMutator,Replaced integer subtraction with addition,SURVIVED,SURVIVED,KILLED,disagreed,non_zero_rc_1,1.58
jsoup,2fafee60d1fe,org.jsoup.nodes.Element,siblingElements,872,NullReturnValsMutator,replaced return value with null for org/jsoup/nodes/Element::siblingElements,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.48
jsoup,36371ee4ed4e,org.jsoup.nodes.Element,siblingElements,871,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.51
jsoup,195343196423,org.jsoup.nodes.Element,siblingElements,871,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.52
jsoup,e71eaa98ad12,org.jsoup.nodes.Element,siblingElements,877,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.52
jsoup,0f6413644801,org.jsoup.nodes.Entities,getByName,110,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.73
jsoup,720968bf8844,org.jsoup.nodes.Entities,getByName,110,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.46
jsoup,0de673d9ccfd,org.jsoup.nodes.Entities,getByName,113,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,SURVIVED,SURVIVED,KILLED,disagreed,non_zero_rc_1,1.45
jsoup,00e4dc175bcc,org.jsoup.nodes.Entities,getByName,114,EmptyObjectReturnValsMutator,"replaced return value with """" for org/jsoup/nodes/Entities::getByName",KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.39
jsoup,3bb6c34795f5,org.jsoup.nodes.Entities,getByName,111,EmptyObjectReturnValsMutator,"replaced return value with """" for org/jsoup/nodes/Entities::getByName",KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.44
jsoup,80e7b5523b45,org.jsoup.parser.TokenQueue,consumeCssIdentifier,343,EmptyObjectReturnValsMutator,"replaced return value with """" for org/jsoup/parser/TokenQueue::consumeCssIdentifier",KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.43
jsoup,cd639bf06a0c,org.jsoup.parser.TokeniserState$47,read,1005,VoidMethodCallMutator,removed call to org/jsoup/parser/CharacterReader::advance,TIMED_OUT,KILLED,KILLED,agreed,non_zero_rc_1,1.62
jsoup,a188d8781a9d,org.jsoup.parser.TokeniserState$47,read,999,SwitchMutator,Changed switch default to be first case,TIMED_OUT,KILLED,KILLED,agreed,non_zero_rc_1,1.53
jsoup,6951d6a12037,org.jsoup.parser.TokeniserState$47,read,1010,VoidMethodCallMutator,removed call to org/jsoup/parser/Tokeniser::emitCommentPending,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.47
jsoup,c1e6839d736f,org.jsoup.parser.TokeniserState$47,read,1011,VoidMethodCallMutator,removed call to org/jsoup/parser/Tokeniser::transition,TIMED_OUT,KILLED,KILLED,agreed,non_zero_rc_1,1.50
jsoup,94aa0b660077,org.jsoup.parser.TokeniserState$47,read,1001,VoidMethodCallMutator,removed call to org/jsoup/parser/Tokeniser::advanceTransition,TIMED_OUT,KILLED,KILLED,agreed,non_zero_rc_1,1.51
jsoup,477ea05f4dc8,org.jsoup.helper.HttpConnection$Request,timeout,701,RemoveConditionalMutator_ORDER_ELSE,removed conditional - replaced comparison check with false,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.60
jsoup,6b037d1c07cc,org.jsoup.helper.HttpConnection$Request,timeout,701,ConditionalsBoundaryMutator,changed conditional boundary,SURVIVED,SURVIVED,KILLED,disagreed,non_zero_rc_1,1.50
jsoup,7a7ce6815f76,org.jsoup.helper.HttpConnection$Request,timeout,701,RemoveConditionalMutator_ORDER_IF,removed conditional - replaced comparison check with true,SURVIVED,SURVIVED,KILLED,disagreed,non_zero_rc_1,1.49
jsoup,8010c40e4392,org.jsoup.helper.HttpConnection$Request,timeout,701,VoidMethodCallMutator,removed call to org/jsoup/helper/Validate::isTrue,SURVIVED,SURVIVED,KILLED,disagreed,non_zero_rc_1,1.54
jsoup,ca84813b7028,org.jsoup.helper.HttpConnection$Request,timeout,703,NullReturnValsMutator,replaced return value with null for org/jsoup/helper/HttpConnection$Request::timeout,SURVIVED,SURVIVED,KILLED,disagreed,non_zero_rc_1,1.52
jsoup,842f55f614bb,org.jsoup.parser.TokeniserState$14,read,263,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.65
jsoup,c4dadfa34275,org.jsoup.parser.TokeniserState$14,read,267,VoidMethodCallMutator,removed call to org/jsoup/parser/Tokeniser::emit,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.53
jsoup,2b7ccb80fa7c,org.jsoup.parser.TokeniserState$14,read,265,VoidMethodCallMutator,removed call to org/jsoup/parser/Tokeniser::advanceTransition,TIMED_OUT,KILLED,KILLED,agreed,non_zero_rc_1,1.53
jsoup,df4e44e3305e,org.jsoup.parser.TokeniserState$14,read,264,VoidMethodCallMutator,removed call to org/jsoup/parser/Tokeniser::createTempBuffer,SURVIVED,SURVIVED,KILLED,disagreed,non_zero_rc_1,1.49
jsoup,2d9f144280b6,org.jsoup.parser.TokeniserState$14,read,263,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.49
jsoup,53fb826b8625,org.jsoup.nodes.Element,lastElementSibling,971,ConditionalsBoundaryMutator,changed conditional boundary,SURVIVED,SURVIVED,KILLED,disagreed,non_zero_rc_1,1.63
jsoup,b06d48e46256,org.jsoup.nodes.Element,lastElementSibling,971,MathMutator,Replaced integer subtraction with addition,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.49
jsoup,b7f1e87d6409,org.jsoup.nodes.Element,lastElementSibling,969,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.51
jsoup,07a5bbcb26a2,org.jsoup.nodes.Element,lastElementSibling,971,RemoveConditionalMutator_ORDER_IF,removed conditional - replaced comparison check with true,SURVIVED,SURVIVED,KILLED,disagreed,non_zero_rc_1,1.53
jsoup,13d860d5bdfc,org.jsoup.nodes.Element,lastElementSibling,971,NullReturnValsMutator,replaced return value with null for org/jsoup/nodes/Element::lastElementSibling,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.49
jsoup,ab33dd7b80c3,org.jsoup.select.Evaluator$IsFirstChild,matches,578,BooleanTrueReturnValsMutator,replaced boolean return with true for org/jsoup/select/Evaluator$IsFirstChild::matches,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.57
jsoup,3895e80cf450,org.jsoup.parser.XmlTreeBuilder,insert,118,VoidMethodCallMutator,removed call to org/jsoup/parser/XmlTreeBuilder::insertNode,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.46
jsoup,86ca4e708e40,org.jsoup.parser.XmlTreeBuilder,insert,115,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.41
jsoup,13e3d5d1aae7,org.jsoup.select.Evaluator$AttributeWithValueContaining,matches,267,BooleanTrueReturnValsMutator,replaced boolean return with true for org/jsoup/select/Evaluator$AttributeWithValueContaining::matches,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.43
jsoup,455fcb5eb2a8,org.jsoup.select.QueryParser,containsWholeText,382,VoidMethodCallMutator,removed call to org/jsoup/helper/Validate::notEmpty,SURVIVED,SURVIVED,KILLED,disagreed,non_zero_rc_1,1.53
jsoup,4b05261378ac,org.jsoup.select.QueryParser,containsWholeText,379,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.47
jsoup,ef7359f70019,org.jsoup.select.QueryParser,containsWholeText,379,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.45
jsoup,0a9e12e05c13,org.jsoup.parser.HtmlTreeBuilder,removeFromStack,385,ConditionalsBoundaryMutator,changed conditional boundary,SURVIVED,SURVIVED,KILLED,disagreed,non_zero_rc_1,1.51
jsoup,f17462d99b5b,org.jsoup.parser.HtmlTreeBuilder,removeFromStack,387,RemoveConditionalMutator_EQUAL_IF,removed conditional - replaced equality check with true,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.46
jsoup,cd20042e5b79,org.jsoup.parser.HtmlTreeBuilder,removeFromStack,385,RemoveConditionalMutator_ORDER_ELSE,removed conditional - replaced comparison check with false,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,0.82
jsoup,eae598bc5668,org.jsoup.parser.HtmlTreeBuilder,removeFromStack,392,BooleanTrueReturnValsMutator,replaced boolean return with true for org/jsoup/parser/HtmlTreeBuilder::removeFromStack,SURVIVED,SURVIVED,KILLED,disagreed,non_zero_rc_1,1.46
jsoup,49e53c9541a1,org.jsoup.parser.HtmlTreeBuilder,removeFromStack,387,RemoveConditionalMutator_EQUAL_ELSE,removed conditional - replaced equality check with false,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.50
jsoup,e563a2fa1694,org.jsoup.nodes.Element,text,1460,NullReturnValsMutator,replaced return value with null for org/jsoup/nodes/Element::text,KILLED,KILLED,KILLED,agreed,non_zero_rc_1,1.58
jsoup,5c541eed3b47,org.jsoup.nodes.Element,text,1450,VoidMethodCallMutator,removed call to org/jsoup/helper/Validate::notNull,SURVIVED,SURVIVED,KILLED,disagreed,non_zero_rc_1,1.48
